course,professor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Other
ENEE380,Edward Ott,10,12,19,5,9,0,6,1,2,0,0,0,0,0,13
ENEE380,Jeremy Munday,13,28,25,20,23,20,16,11,10,4,2,2,9,6,0
ENEE380,Julius Goldhar,8,21,5,6,21,3,5,17,3,0,4,0,1,6,0
ENEE380,Leonard Taylor,18,56,18,14,36,11,25,22,19,0,8,1,8,13,0
ENEE380,Mario Dagenais,2,5,0,6,6,0,0,9,2,0,3,0,1,1,0
ENEE380,Mohammad Hafezi,7,5,13,16,15,10,6,6,6,0,1,0,0,2,0
ENEE380,Ping-Tong Ho,9,2,2,0,2,3,2,1,1,1,2,0,3,2,0
ENEE380,Romel Gomez,1,5,5,2,9,5,7,3,2,2,0,0,1,0,0
ENEE380,Thomas Antonsen,1,1,1,4,1,1,0,0,1,0,0,0,1,4,0
ENEE380,Wesley Lawson,17,38,12,13,20,8,4,3,5,0,1,0,0,2,0
ENEE380,Yanne Chembo,8,18,6,4,9,9,3,0,8,0,2,0,10,6,0
ENEE380H,Danilo Romero,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE380H,Jeremy Munday,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0
ENEE380H,Julius Goldhar,2,6,0,1,6,0,0,0,0,0,0,0,0,0,0
ENEE380H,Mohammad Hafezi,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0
ENEE380H,Thomas Antonsen,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0
ENEE380H,Wesley Lawson,2,8,2,1,3,0,0,0,0,0,0,0,0,0,0
ENEE380H,Yanne Chembo,2,3,2,0,0,1,1,0,0,0,0,0,0,0,0
ENEE381,Christopher Davis,6,43,14,11,9,3,2,9,1,0,1,0,1,3,0
ENEE381,Danilo Romero,4,9,7,22,21,10,0,14,0,0,2,0,7,2,0
ENEE381,Edo Waks,7,30,33,39,29,19,17,10,9,0,3,0,1,3,0
ENEE381,Edward Ott,1,3,3,2,2,2,1,0,0,0,0,0,0,1,0
ENEE381,Howard Milchberg,0,17,4,2,8,1,1,5,1,0,3,0,0,2,0
ENEE381,Julius Goldhar,3,17,11,5,17,0,4,21,8,0,5,1,0,0,0
ENEE381,Leonard Taylor,12,23,19,15,37,13,16,28,14,1,11,0,4,8,1
ENEE381,Mario Dagenais,1,1,2,0,4,0,0,2,1,0,0,0,2,0,0
ENEE381,Mohammad Hafezi,5,2,8,14,6,1,0,2,0,0,0,0,0,0,0
ENEE381,Patrick O'Shea,26,41,20,9,21,7,2,21,0,0,2,0,0,2,1
ENEE381,Phillip Sprangle,2,9,13,8,6,10,4,3,2,0,0,0,1,1,0
ENEE381,Ping-Tong Ho,7,2,5,1,4,6,3,3,3,0,3,0,0,0,0
ENEE381,Thomas Antonsen,0,7,8,0,6,0,0,4,0,0,0,0,1,0,0
ENEE381,Victor Granatstein,2,7,8,8,4,9,1,1,5,0,0,0,2,3,0
ENEE381,Wesley Lawson,36,36,19,26,40,12,12,17,8,1,5,1,4,6,21
ENEE381,Yanne Chembo,2,9,3,2,4,1,0,0,0,0,0,0,1,0,11
ENEE381H,Edward Ott,5,8,5,2,1,1,0,0,0,0,0,0,0,0,0
ENEE381H,Wesley Lawson,12,5,1,1,1,1,0,0,0,0,0,0,0,0,0
ENEE382,Wesley Lawson,19,19,3,4,7,0,0,0,1,0,0,0,0,2,0
ENEE396,Wesley Lawson,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE407,Charles Turner,2,5,4,0,2,0,0,0,0,0,0,0,0,0,0
ENEE407,Kawthar Zaki,11,20,7,0,2,0,0,1,1,0,0,0,0,2,0
ENEE407,Thomas Antonsen,3,7,0,0,1,0,0,0,0,0,0,0,0,4,0
ENEE408A,William Hawkins,30,124,10,10,44,2,2,2,1,0,0,0,0,0,19
ENEE408C,Kazuo Nakajima,2,0,0,1,2,0,1,2,1,0,0,0,0,2,0
ENEE408C,Shuvra Bhattacharyya,17,63,24,16,17,4,2,0,1,0,0,0,0,5,0
ENEE408D,Pamela Abshire,46,90,57,34,33,12,9,6,3,1,2,0,0,7,17
ENEE408E,Chensheng Wu,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0
ENEE408E,Christopher Davis,14,60,39,13,19,10,7,7,2,0,0,0,0,4,4
ENEE408E,Joseph Mait,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0
ENEE408G,Carol Espy-Wilson,3,12,9,11,1,2,1,0,0,0,0,0,0,0,0
ENEE408G,KJ Ray Liu,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
ENEE408G,Min Wu,3,3,14,4,2,0,0,0,0,0,0,0,0,0,0
ENEE408G,Shihab Shamma,28,21,9,0,1,0,0,0,0,0,0,0,0,0,2
ENEE408I,Gilmer Blankenship,46,290,3,3,5,2,0,7,0,0,0,0,0,0,2
ENEE408I,Shihab Shamma,19,15,7,3,1,2,0,0,0,0,0,0,0,0,0
ENEE408I,Vijayanand Kowtha,0,11,5,11,2,0,0,0,0,0,0,0,0,0,0
ENEE408J,Brian Beaudoin,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE408J,Joseph Beaudoin,4,14,3,0,1,0,0,0,1,0,0,0,0,0,0
ENEE408K,Alireza Khaligh,1,30,20,5,3,1,0,0,0,0,0,0,0,0,0
ENEE408K,Apurv Kumar Yadav,1,4,8,7,7,3,0,0,0,0,0,0,0,0,0
ENEE408K,Rakesh Resalayyan,25,20,24,11,4,0,0,0,0,0,0,0,0,0,0
ENEE408L,Bruce Jacob,13,2,0,2,5,0,0,0,0,0,0,0,0,0,0
ENEE408M,Shuvra Bhattacharyya,12,57,7,9,8,1,1,0,0,0,0,0,0,0,2
ENEE408R,Romel Gomez,33,48,22,1,1,0,0,0,0,0,0,0,0,0,6
ENEE408T,Brian Beaudoin,14,17,16,4,1,2,1,1,0,0,0,0,0,0,7
ENEE408T,Timothy Koeth,0,6,5,3,3,4,2,2,0,0,0,0,0,0,0
ENEE411,Pamela Abshire,27,24,20,13,27,11,10,8,3,0,2,0,1,7,6
ENEE411,Timothy Horiuchi,8,13,5,2,13,1,0,4,0,0,0,0,1,2,0
ENEE413,Agisilaos Iliadis,16,13,20,7,19,12,1,6,3,0,2,0,0,2,0
ENEE413,Danilo Romero,7,9,5,9,8,6,0,6,2,0,0,0,0,0,0
ENEE413,Kevin Daniels,0,92,0,13,11,0,3,0,0,0,0,0,1,4,6
ENEE416,Agisilaos Iliadis,3,6,3,1,2,4,0,1,0,0,0,0,0,0,0
ENEE416,Kevin Daniels,3,31,0,9,4,1,4,1,1,0,0,0,1,0,0
ENEE416,Konstantinos Gerasopoulos,3,8,3,8,3,1,0,0,1,0,0,0,0,0,0
ENEE416,Martin Peckerar,1,6,2,4,5,2,0,0,0,0,0,0,0,0,0
ENEE416,Reza Ghodssi,6,9,10,12,6,4,5,1,0,0,0,1,1,1,0
ENEE417,Robert Newcomb,5,28,18,0,18,2,0,1,0,0,0,0,1,2,1
ENEE417,Romel Gomez,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1
ENEE419A,Pamela Abshire,6,5,5,7,9,5,1,2,1,0,0,0,0,5,1
ENEE419M,Kevin Daniels,0,18,0,5,0,0,1,0,0,0,0,0,0,0,0
ENEE419R,Alireza Khaligh,9,27,6,16,18,9,5,8,3,0,3,0,1,0,1
ENEE420,Armand Makowski,1,1,1,3,6,1,1,4,0,0,0,0,0,1,0
ENEE420,KJ Ray Liu,1,2,2,0,0,0,0,3,1,1,2,0,1,3,0
ENEE420,Mark Shayman,9,27,11,11,17,9,3,11,5,0,11,0,8,13,0
ENEE420,Prakash Narayan,4,4,2,4,9,3,4,4,1,0,0,0,0,4,0
ENEE420,Sennur Ulukus,2,6,4,0,4,3,0,1,0,0,1,0,1,0,0
ENEE425,Armand Makowski,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0
ENEE425,Behtash Babadi,5,12,11,3,5,2,1,0,0,0,0,0,0,3,9
ENEE425,Carol Espy-Wilson,0,3,1,4,5,3,8,5,3,0,2,0,2,3,0
ENEE425,KJ Ray Liu,7,7,12,7,14,6,1,4,5,0,6,0,5,7,0
ENEE425,Mark Shayman,5,16,4,4,7,4,2,3,5,1,7,0,3,5,0
ENEE425,Min Wu,2,2,3,2,9,0,1,1,2,0,2,0,0,0,0
ENEE425,Piya Pal,0,4,5,6,4,0,0,0,0,0,0,0,0,1,0
ENEE425,Raghuveer Rao,6,11,13,6,13,13,5,8,9,1,7,4,7,6,1
ENEE425,Shihab Shamma,0,4,1,1,3,0,0,0,1,0,0,0,0,2,4
ENEE425,Vishal Patel,5,4,2,5,1,3,2,2,0,0,0,0,0,0,0
ENEE426,Mark Shayman,8,38,22,19,27,19,6,20,10,0,7,0,4,9,21
ENEE428,Steven Tretter,18,96,18,6,13,3,0,3,2,0,0,0,2,2,3
ENEE436,Behtash Babadi,9,17,14,6,3,2,0,2,0,0,0,0,1,5,22
ENEE436,Joseph JaJa,6,12,13,13,5,6,6,1,1,2,2,1,5,6,0
ENEE436,Sanghamitra Dutta,16,8,15,4,2,5,1,1,0,0,1,0,0,5,0
ENEE436,Sennur Ulukus,5,17,8,0,0,2,0,0,0,0,0,0,0,1,0
ENEE439D,Min Wu,5,32,7,0,0,0,0,0,0,0,0,0,0,0,1
ENEE439M,Behtash Babadi,19,29,22,14,14,4,1,1,0,1,0,0,0,7,0
ENEE439M,Min Wu,2,2,0,3,0,3,1,0,1,0,0,0,0,1,3
ENEE439M,Ramalingam Chellappa,1,10,4,11,7,1,3,0,0,0,0,0,0,3,0
ENEE439M,Sennur Ulukus,7,7,6,3,2,1,0,0,0,0,0,0,0,1,15
ENEE440,William Hawkins,36,102,30,18,71,17,4,40,22,0,4,0,35,53,130
ENEE445,William Hawkins,28,118,35,24,35,8,0,5,1,0,0,0,1,0,10
ENEE446,Bruce Jacob,22,10,12,10,5,0,4,6,3,0,2,0,1,5,0
ENEE446,Donald Yeung,4,49,18,20,38,10,0,16,1,0,10,1,4,23,33
ENEE446,Manoj Franklin,38,105,42,65,36,62,42,30,16,0,6,0,1,13,4
ENEE446,Rajeev Barua,11,7,4,12,7,8,3,2,2,2,0,0,2,2,0
ENEE446,Uzi Vishkin,8,26,14,7,24,10,2,10,7,1,2,0,5,15,22
ENEE446,Yavuz Oruc,24,84,75,74,68,32,34,9,9,3,2,1,3,9,22
ENEE447,Bruce Jacob,77,23,9,11,14,0,2,4,0,0,0,0,2,0,9
ENEE447,Manoj Franklin,25,87,51,60,42,24,22,36,18,1,3,0,0,2,26
ENEE457,Ang Li,5,18,14,1,3,0,0,0,0,0,0,0,0,1,0
ENEE457,Charalampos Papamanthou,4,8,11,17,11,13,12,5,4,2,0,2,2,11,0
ENEE457,Dana Dachman-Soled,23,36,20,19,43,23,9,17,22,1,6,0,7,11,4
ENEE459A,William Hawkins,15,45,13,4,20,4,4,8,1,0,0,0,0,7,0
ENEE459B,Gang Qu,24,75,38,55,56,22,4,18,5,0,4,0,10,12,2
ENEE459B,Hassan Salmani,10,10,3,2,2,3,0,0,1,0,1,0,0,0,0
ENEE459C,Ankur Srivastava,6,11,5,0,3,2,0,0,0,0,0,0,0,0,0
ENEE459C,Charalampos Papamanthou,7,9,6,14,13,12,11,6,7,4,1,1,1,1,0
ENEE459D,Jerry Wu,21,18,4,7,7,6,1,1,2,0,1,0,0,1,0
ENEE459D,Pramod Govindan,0,14,0,0,4,0,0,1,0,0,0,0,1,0,0
ENEE459E,Dana Dachman-Soled,7,20,19,10,35,20,7,25,12,0,0,0,3,8,0
ENEE459I,Yasser Shoukry,10,17,2,1,1,1,1,1,0,0,0,0,0,0,1
ENEE459P,Uzi Vishkin,0,4,2,4,4,5,0,0,0,0,0,0,0,5,0
ENEE459V,Pramod Govindan,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0
ENEE459V,William Hawkins,11,24,5,3,9,2,2,9,5,0,1,0,4,2,1
ENEE460,Andre Tits,9,13,10,10,13,8,12,4,7,2,7,1,3,12,1
ENEE460,Eyad Abed,11,10,3,3,8,5,2,3,0,0,0,0,0,1,0
ENEE460,Kaiqing Zhang,2,3,2,2,2,2,0,0,1,0,0,0,1,0,0
ENEE460,Perinkulam Krishnaprasad,0,1,0,3,1,8,0,3,0,0,2,0,0,0,0
ENEE460,Richard La,2,2,1,0,6,2,1,2,2,0,2,2,1,1,0
ENEE460,Steven Marcus,2,14,0,4,14,3,0,7,7,0,1,0,0,2,0
ENEE461,William Levine,179,394,44,5,18,3,0,3,0,0,0,0,1,8,8
ENEE463,Eyad Abed,9,9,5,3,6,3,0,1,0,0,0,0,0,2,27
ENEE463,Gilmer Blankenship,15,69,1,1,63,13,1,59,0,0,1,0,3,8,1
ENEE463,Munther Hassouneh,2,22,7,4,13,6,11,7,2,0,5,0,2,3,0
ENEE467,William Levine,20,37,6,0,0,0,0,0,0,0,0,0,0,1,0
ENEE469O,Andre Tits,0,5,2,1,0,2,1,2,1,0,1,0,0,4,0
ENEE469O,Richard La,0,2,0,1,4,4,2,1,0,0,0,0,0,1,0
ENEE469R,William Levine,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0
ENEE473,David Bowen,14,101,45,33,12,0,0,0,0,0,0,0,0,1,5
ENEE473,Patrick McAvoy,31,42,17,9,9,4,2,3,0,0,0,0,0,2,0
ENEE474,David Bowen,6,7,4,2,2,0,0,1,0,1,0,0,0,0,0
ENEE474,Isaak Mayergoyz,122,119,77,21,73,22,8,18,13,0,1,0,4,3,0
ENEE475,Isaak Mayergoyz,112,230,145,29,116,30,10,39,19,0,1,0,0,6,8
ENEE476,Alireza Khaligh,20,67,34,40,50,32,11,11,11,1,3,1,2,6,1
ENEE476,Shiladri Chakraborty,6,13,14,6,3,3,0,1,1,0,0,0,0,1,0
ENEE480,Agisilaos Iliadis,4,1,0,0,3,0,0,0,0,0,0,0,0,1,0
ENEE480,Martin Peckerar,2,2,0,2,3,0,0,2,0,0,0,1,0,1,0
ENEE486,Mario Dagenais,3,25,5,9,19,3,0,8,0,0,0,0,0,3,0
ENEE489A,Donghun Park,2,5,4,2,3,0,1,0,0,0,0,0,0,0,0
ENEE489A,Quirino Balzano,0,3,0,2,1,2,0,0,0,0,0,0,0,0,0
ENEE489A,Sergio Picozzi,6,9,5,1,1,0,2,0,0,0,0,0,0,0,0
ENEE489I,Cheng Gong,9,16,10,5,2,6,2,0,0,0,0,0,0,2,0
ENEE489I,Jeremy Munday,11,31,14,11,18,11,7,4,1,0,2,0,3,11,0
ENEE489J,Kawthar Zaki,7,4,5,0,0,0,0,0,0,0,1,0,0,1,0
ENEE489L,Wesley Lawson,29,7,2,0,2,0,1,1,0,0,0,0,0,2,1
ENEE489M,Charles Turner,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0
ENEE489M,Thomas Antonsen,5,15,2,0,1,0,0,0,0,0,0,0,1,0,1
ENEE489Q,Julius Goldhar,4,44,5,4,14,2,0,9,1,0,2,0,0,3,7
ENEE489Q,Richard Brewster,7,12,3,1,3,1,0,0,1,0,0,0,0,0,0
ENEE489Z,Sergio Picozzi,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE490,Sergio Picozzi,11,6,4,1,0,0,0,0,0,0,0,0,0,0,0
ENEE490,Victor Granatstein,7,5,4,3,1,2,1,0,0,0,0,0,0,0,0
ENEE490,Wesley Lawson,24,38,18,1,7,0,1,2,1,0,0,0,0,1,0
ENEE496,Christopher Davis,0,5,2,1,4,1,1,6,1,0,0,0,0,0,0
ENEE496,Mario Dagenais,7,14,5,1,23,2,0,34,7,0,3,0,1,6,6
ENEE498C,Christopher Davis,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE498K,Alireza Khaligh,8,4,9,2,5,2,0,0,1,0,0,0,0,0,1
ENEE498K,Apurv Kumar Yadav,0,4,1,3,4,0,0,0,0,0,0,0,0,0,6
ENEE498K,Rakesh Resalayyan,16,23,6,3,0,0,0,0,0,0,0,0,0,0,0
ENEE498M,Danilo Romero,3,4,2,6,1,2,2,2,0,0,0,0,0,0,0
ENEE498R,Alireza Khaligh,5,8,2,6,8,4,2,2,2,0,0,1,0,0,0
ENEE600,Agisilaos Iliadis,29,43,31,12,11,8,2,2,1,0,0,0,2,7,1
ENEE600,Danilo Romero,0,19,0,0,1,0,0,0,0,0,0,0,1,1,1
ENEE600,John Melngailis,4,7,6,5,6,2,1,0,0,0,1,0,0,0,2
ENEE601,Agisilaos Iliadis,31,47,44,9,14,5,0,0,0,0,0,0,0,3,4
ENEE601,Danilo Romero,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
ENEE601,Martin Peckerar,3,18,0,4,19,1,0,0,0,0,0,0,0,0,0
ENEE605,Reza Ghodssi,14,24,17,5,1,3,0,0,0,0,0,0,0,5,5
ENEE610,Robert Newcomb,12,51,26,0,30,4,0,1,0,0,0,0,0,5,2
ENEE611,Timothy Horiuchi,20,96,4,13,21,4,1,3,0,0,0,0,0,4,9
ENEE612,Alireza Khaligh,6,19,4,8,12,2,0,0,0,0,1,0,0,0,2
ENEE614,Neil Goldsman,3,13,16,1,4,3,0,0,0,0,0,0,0,1,3
ENEE614,Pamela Abshire,0,3,3,2,2,0,0,1,0,0,0,0,0,2,0
ENEE620,Adrianos Papamarcou,2,12,9,7,4,5,2,3,2,1,2,0,1,3,5
ENEE620,Alexander Barg,11,44,12,10,39,23,3,6,5,0,5,0,6,16,18
ENEE620,Anthony Ephremides,0,12,0,0,15,0,0,12,0,0,2,0,1,2,7
ENEE620,Armand Makowski,4,5,4,5,6,7,11,7,3,2,2,2,0,3,6
ENEE620,Behtash Babadi,14,24,17,15,8,6,4,6,0,0,0,0,0,3,6
ENEE620,Richard La,1,5,0,2,7,0,0,8,0,0,1,0,0,2,0
ENEE621,Anthony Ephremides,0,7,0,0,6,0,0,3,0,0,0,0,0,0,11
ENEE621,Armand Makowski,2,5,3,4,5,2,4,3,1,2,1,2,0,0,5
ENEE621,Prakash Narayan,5,17,1,21,20,10,1,5,0,0,0,0,0,3,9
ENEE621,Richard La,3,55,3,10,28,3,4,9,0,0,2,0,0,3,6
ENEE621,Sanghamitra Dutta,11,4,1,1,2,0,0,0,0,0,0,0,0,1,2
ENEE623,Prakash Narayan,0,4,3,0,4,1,0,1,3,0,0,0,0,3,2
ENEE623,Raghuveer Rao,1,2,1,0,2,0,0,0,0,0,0,0,0,1,1
ENEE623,Sennur Ulukus,4,12,6,3,4,4,1,3,0,0,0,0,0,4,3
ENEE625,Anthony Ephremides,0,10,0,0,8,0,0,4,0,0,0,0,0,1,5
ENEE626,Alexander Barg,0,9,0,0,0,0,0,0,0,0,0,0,0,2,3
ENEE626,Prakash Narayan,1,5,4,0,1,2,0,0,0,0,0,0,0,1,3
ENEE627,Alexander Barg,4,28,6,0,29,3,0,5,2,0,0,0,0,4,2
ENEE627,Prakash Narayan,4,22,15,33,19,15,4,3,0,0,2,0,1,4,19
ENEE627,Sennur Ulukus,5,23,13,12,7,2,0,11,2,0,2,1,1,2,5
ENEE630,KJ Ray Liu,5,12,8,8,6,3,2,6,2,0,6,1,3,6,8
ENEE630,Min Wu,1,16,8,6,6,3,2,3,0,0,0,0,0,1,4
ENEE630,Piya Pal,0,12,23,21,9,5,0,1,0,0,0,0,0,3,1
ENEE630,Tahereh Fazel,13,6,10,1,2,1,0,0,0,0,0,0,0,4,0
ENEE630,Vishal Patel,1,3,10,1,6,2,0,0,0,0,0,0,0,0,1
ENEE631,KJ Ray Liu,2,16,7,4,2,2,0,4,0,0,2,0,2,1,6
ENEE631,Min Wu,2,18,12,6,6,1,0,0,0,0,0,0,0,3,6
ENEE631,Raghuveer Rao,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0
ENEE632,Carol Espy-Wilson,0,6,5,3,4,4,0,0,0,0,0,0,0,0,8
ENEE632,Ganesh Sivaraman,2,4,4,1,0,0,0,0,0,0,0,0,0,0,3
ENEE632,Shihab Shamma,6,15,1,0,0,0,0,0,0,0,0,0,0,1,0
ENEE633,Behtash Babadi,57,64,33,17,27,22,3,0,1,0,0,0,0,17,30
ENEE633,Ramalingam Chellappa,17,75,36,32,58,3,1,8,0,0,1,0,0,12,17
ENEE634,Armand Makowski,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3
ENEE634,KJ Ray Liu,7,21,4,1,5,1,0,2,0,0,1,0,0,2,2
ENEE640,Ankur Srivastava,24,133,34,4,5,1,0,2,0,0,0,0,1,4,5
ENEE641,Uzi Vishkin,12,64,52,21,64,37,4,14,8,0,0,0,3,10,9
ENEE644,Gang Qu,1,9,4,0,0,1,0,0,0,0,0,0,0,0,2
ENEE644,Kazuo Nakajima,0,11,0,0,5,0,0,1,1,0,1,0,1,0,6
ENEE645,Rajeev Barua,78,64,46,40,28,11,1,6,1,0,0,0,0,4,6
ENEE646,Bruce Jacob,15,19,7,15,10,5,2,2,0,0,0,0,0,2,1
ENEE646,Donald Yeung,3,23,12,10,15,2,0,3,0,0,0,0,0,7,8
ENEE646,Manoj Franklin,3,6,1,0,2,0,0,0,0,0,0,0,0,0,1
ENEE646,Yavuz Oruc,2,43,21,7,2,0,0,0,0,0,0,0,0,5,1
ENEE648D,Mario Dagenais,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0
ENEE651,Uzi Vishkin,7,24,13,10,17,8,1,0,0,0,0,0,0,5,13
ENEE657,Tudor Dumitras,5,11,0,0,0,0,0,0,0,0,0,0,1,0,0
ENEE660,Eyad Abed,7,3,1,0,4,0,1,1,0,0,0,0,0,0,0
ENEE660,John Baras,8,8,7,14,13,2,2,1,0,0,0,0,1,2,3
ENEE660,Nuno Martins,12,18,14,13,18,8,2,9,8,0,7,0,1,6,3
ENEE661,Andre Tits,0,3,3,0,3,2,0,0,0,0,0,0,0,0,3
ENEE661,Eyad Abed,8,13,8,0,1,0,0,1,0,0,0,0,0,1,0
ENEE661,John Baras,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0
ENEE661,Nuno Martins,1,2,1,1,0,1,0,0,0,0,1,0,0,1,0
ENEE661,Perinkulam Krishnaprasad,4,10,14,7,9,2,0,3,0,0,0,0,1,3,6
ENEE662,John Baras,0,3,7,2,1,0,0,0,0,0,0,0,1,2,5
ENEE662,Michael Rotkowitz,10,17,28,16,14,9,5,0,0,0,0,0,0,3,7
ENEE662,Nuno Martins,10,17,21,12,9,3,2,2,0,0,1,0,0,4,9
ENEE662,Richard La,1,25,8,1,26,3,1,4,0,0,0,0,0,5,12
ENEE662,Sennur Ulukus,4,3,3,2,3,5,1,0,0,2,0,2,1,3,3
ENEE664,Andre Tits,9,11,12,8,9,1,2,4,3,0,1,0,1,2,3
ENEE664,Michael Rotkowitz,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0
ENEE664,Perinkulam Krishnaprasad,11,27,13,15,19,20,0,1,0,0,0,0,0,3,9
ENEE680,Danilo Romero,1,2,1,4,3,2,0,0,0,0,0,0,2,0,1
ENEE680,Mohammad Hafezi,2,0,1,2,2,0,0,1,0,0,0,0,0,0,1
ENEE680,Phillip Sprangle,15,10,6,2,0,0,0,0,0,0,0,0,0,3,2
ENEE680,Ronald Walsworth,11,9,12,3,2,4,0,0,0,0,0,0,0,0,0
ENEE680,Thomas Antonsen,7,36,12,1,9,1,0,0,0,0,0,0,1,3,2
ENEE681,Edward Ott,7,15,11,9,4,1,0,1,0,0,0,0,0,0,5
ENEE681,Howard Milchberg,0,44,0,0,0,0,0,0,0,0,0,0,0,0,1
ENEE681,Thomas Antonsen,1,54,9,2,0,0,1,0,0,0,0,0,0,3,3
ENEE681,Wesley Lawson,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0
ENEE686,Patrick O'Shea,3,2,0,0,1,0,0,0,0,0,0,0,0,1,1
ENEE686,Rami Kishek,2,3,1,0,1,0,0,0,0,0,0,0,0,0,2
ENEE690,Edo Waks,0,76,0,3,5,0,0,0,0,0,0,0,0,2,2
ENEE690,Howard Milchberg,0,66,0,0,6,0,0,0,0,0,0,0,0,4,1
ENEE690,Mohammad Hafezi,8,8,6,1,1,5,0,0,0,0,0,0,0,1,1
ENEE691,Danilo Romero,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE691,Mario Dagenais,9,24,6,1,20,1,0,1,0,0,0,0,0,3,6
ENEE692,Mario Dagenais,7,11,11,0,7,2,0,0,0,0,0,0,0,0,3
ENEE692,Yanne Chembo,7,6,15,7,3,0,0,0,0,0,0,0,0,0,3
ENEE698A,Ramalingam Chellappa,0,81,0,0,0,0,0,0,0,0,0,0,0,2,2
ENEE698A,Sennur Ulukus,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE698C,Andre Tits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
ENEE698C,Eyad Abed,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
ENEE698C,John Baras,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
ENEE698C,Michael Rotkowitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
ENEE698C,Steven Marcus,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0
ENEE698D,Phillip Sprangle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98
ENEE698E,Robert Newcomb,4,101,1,0,0,0,0,0,0,0,0,0,0,0,7
ENEE698P,Behtash Babadi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
ENEE698P,Sennur Ulukus,0,0,0,0,0,0,0,0,0,0,0,0,0,4,198
ENEE698Q,Joseph JaJa,0,0,0,0,0,0,0,0,0,0,0,0,2,5,528
ENEE698Q,Ramalingam Chellappa,0,0,0,0,0,0,0,0,0,0,0,0,9,4,701
ENEE698Q,Sennur Ulukus,0,0,0,0,0,0,0,0,0,0,0,0,2,3,144
ENEE698T,Michael Oblon,10,72,4,0,0,0,0,0,0,0,0,0,0,1,7
ENEE704,Neil Goldsman,1,15,16,5,6,0,0,0,0,0,0,0,0,0,1
ENEE719B,Alireza Khaligh,5,6,5,2,2,3,0,0,0,0,0,0,0,0,2
ENEE719D,Sahil Shah,6,12,0,0,0,0,0,0,0,0,0,0,0,0,1
ENEE719G,Xin Zan,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1
ENEE720,Sennur Ulukus,0,6,5,0,1,3,0,1,0,0,1,0,0,0,3
ENEE729C,Alexander Barg,4,10,2,2,1,1,0,0,0,0,0,0,1,1,10
ENEE729P,Alexander Barg,5,29,1,0,8,4,1,0,0,0,0,0,0,1,14
ENEE729T,Prakash Narayan,0,10,3,2,0,0,0,0,0,0,0,0,0,0,4
ENEE731,Ramalingam Chellappa,7,64,7,0,13,2,0,0,0,0,0,0,1,2,9
ENEE739B,Behtash Babadi,7,7,1,0,0,0,0,0,0,0,0,0,0,0,4
ENEE739E,Piya Pal,0,19,5,0,0,0,0,0,0,0,0,0,0,0,5
ENEE750,Kazuo Nakajima,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2
ENEE757,Tudor Dumitras,7,10,7,1,1,0,0,0,0,0,0,0,0,1,1
ENEE759B,Gang Qu,0,15,6,0,0,0,0,0,0,0,0,0,0,0,1
ENEE759D,Tudor Dumitras,6,0,4,0,0,0,0,0,0,0,0,0,0,0,4
ENEE759F,Charalampos Papamanthou,2,7,4,2,4,1,1,1,0,0,0,0,0,1,2
ENEE759G,Joseph JaJa,7,18,16,10,16,15,3,1,0,0,1,0,0,5,3
ENEE759K,Uzi Vishkin,1,4,2,2,1,1,0,0,0,0,0,0,0,0,3
ENEE759L,Charalampos Papamanthou,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENEE759O,Dana Dachman-Soled,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
