course,professor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Other
ENEE759T,Ankur Srivastava,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1
ENEE759Y,Yonghwi Kwon,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1
ENEE762,John Baras,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1
ENEE762,Perinkulam Krishnaprasad,7,17,2,1,1,0,0,0,0,0,0,0,0,0,12
ENEE762,Steven Marcus,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0
ENEE765,John Baras,0,3,3,1,1,0,0,0,0,0,0,0,0,1,1
ENEE765,Perinkulam Krishnaprasad,3,21,5,1,6,0,0,0,0,0,0,0,0,2,10
ENEE769E,Nuno Martins,3,0,3,0,0,0,0,0,0,0,0,0,0,2,2
ENEE769F,Michael Rotkowitz,4,8,4,4,5,2,1,0,0,0,0,0,0,0,5
ENEE769I,John Baras,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE769L,Kaiqing Zhang,1,11,7,0,0,0,0,0,0,0,0,0,0,0,5
ENEE769R,Perinkulam Krishnaprasad,0,4,3,0,1,1,0,0,0,0,0,0,0,0,2
ENEE789A,Cheng Gong,10,8,0,0,0,0,0,0,0,0,0,0,1,0,10
ENEE789B,Yanne Chembo,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE789Q,Julius Goldhar,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
ENEE789W,Ronald Walsworth,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE790,Danilo Romero,0,8,0,0,1,0,0,0,0,0,0,0,0,0,1
ENEE790,Edo Waks,0,42,0,0,1,0,0,0,0,0,0,0,0,1,2
ENEE790,Howard Milchberg,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0
ENEE790,Julius Goldhar,0,12,0,0,5,0,0,0,0,0,0,0,0,0,1
ENEE790,Yanne Chembo,7,11,6,1,0,0,0,1,0,0,0,0,0,0,5
ENEE791,Julius Goldhar,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1
ENEE791,Thomas Murphy,24,45,12,8,11,3,0,0,0,0,0,0,0,0,20
ENES100,Amy Karlsson,16,29,5,14,4,2,1,1,0,0,0,0,1,0,0
ENES100,Aris Cleanthous,15,28,0,16,13,0,0,1,0,0,0,0,0,3,0
ENES100,Ayush Gupta,97,113,129,90,58,30,7,2,2,2,0,0,1,5,1
ENES100,Brian Danielak,299,315,105,33,33,8,4,3,2,0,2,1,2,7,5
ENES100,Brian Phillips,7,36,17,12,7,0,1,0,0,0,0,0,0,0,0
ENES100,Catherine Hamel,19,147,27,15,6,0,0,0,0,0,0,0,0,0,0
ENES100,Christopher Davis,27,149,67,17,35,14,3,5,1,0,0,0,1,5,0
ENES100,Danielle Barker,4,64,3,1,1,0,0,0,0,0,0,0,0,0,1
ENES100,David Kriesberg,65,106,72,25,15,5,2,1,0,0,0,0,4,6,5
ENES100,David Lovell,7,49,38,39,33,32,22,10,6,0,2,0,1,7,0
ENES100,Evandro Valente,392,312,132,109,118,38,16,24,7,9,4,5,11,14,0
ENES100,George Syrmos,13,59,29,35,30,8,0,0,0,0,0,0,0,1,0
ENES100,Gregory Barr,21,43,31,36,18,3,1,2,0,0,0,0,0,1,0
ENES100,Isabel Lloyd,36,114,48,29,62,5,2,2,1,0,0,0,0,5,0
ENES100,Jackelyn Lopez Roshwalb,294,434,119,38,17,6,1,1,0,0,1,0,0,10,3
ENES100,Jarred Young,36,41,15,4,5,1,1,0,0,0,0,0,0,0,3
ENES100,John Cumings,94,158,49,50,43,16,2,1,1,0,1,0,0,2,0
ENES100,Joshua Cocker,102,175,33,15,10,8,0,1,1,0,0,0,1,6,0
ENES100,Kevin Calabro,41,178,72,36,52,21,2,7,0,0,1,0,1,8,4
ENES100,Kristen Hines,6,80,17,18,17,5,3,1,0,0,0,0,0,1,0
ENES100,Liangbing Hu,3,55,3,7,4,0,0,1,0,0,0,0,0,1,0
ENES100,Lina Castano,3,37,0,4,14,0,0,2,0,0,0,0,0,1,0
ENES100,Michael Galczynski,285,612,135,56,44,13,4,3,4,0,1,0,6,15,7
ENES100,Mohammad Ali,16,9,4,8,0,0,0,0,0,0,0,0,0,0,0
ENES100,Nicholas Wagman,65,53,16,11,27,5,5,4,2,0,0,0,0,1,1
ENES100,Nick Wagman,56,61,2,1,2,0,0,0,0,0,0,0,0,0,0
ENES100,Patrick McAvoy,228,140,2,2,2,0,0,0,0,0,0,0,2,4,0
ENES100,Paul Anderson,21,7,0,4,0,4,0,0,0,0,1,0,0,0,0
ENES100,Peter Kofinas,14,57,27,4,19,4,0,1,0,0,1,0,0,3,0
ENES100,Peter Sunderland,20,74,127,92,71,21,4,1,0,0,0,1,1,6,0
ENES100,Richard Blanton,20,22,19,2,3,3,2,0,0,0,0,0,1,1,0
ENES100,Romel Gomez,31,45,30,12,12,3,1,0,0,1,0,0,0,0,0
ENES100,Sheryl Ehrman,5,30,14,7,15,1,4,2,1,1,0,0,1,1,0
ENES100,Stephen Kamakaris,13,85,27,13,18,0,0,0,1,0,0,0,0,3,2
ENES100,Stephen Secules,2,7,8,8,2,0,1,0,1,0,0,0,1,0,0
ENES100,Taylor Myers,19,71,16,11,7,2,1,0,0,0,0,0,2,0,2
ENES100,Ted Baker,4,10,6,4,6,1,0,0,0,0,0,0,0,0,0
ENES100,Timothy Foecke,1,22,1,3,2,1,0,1,2,0,0,0,0,2,0
ENES100,W Ethan Eagle,131,176,40,19,15,3,0,1,0,0,0,0,1,11,1
ENES100,Wesley Lawson,57,118,69,25,26,6,0,4,1,0,0,0,0,1,0
ENES100A,Amy Karlsson,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0
ENES100A,Ayush Gupta,12,20,16,14,10,2,1,0,0,0,0,0,0,1,0
ENES100A,Brian Danielak,20,31,5,2,1,0,0,0,0,0,0,0,0,1,1
ENES100A,Catherine Hamel,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0
ENES100A,Christopher Davis,3,27,14,6,13,3,1,1,0,0,0,0,0,0,0
ENES100A,David Kriesberg,7,17,6,4,3,1,0,0,0,0,0,0,0,0,0
ENES100A,David Lovell,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0
ENES100A,Evandro Valente,54,65,42,36,31,8,6,7,1,3,2,0,1,1,0
ENES100A,George Syrmos,1,7,3,4,3,1,0,1,0,0,0,0,0,0,0
ENES100A,Gregory Barr,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0
ENES100A,Isabel Lloyd,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0
ENES100A,Jackelyn Lopez Roshwalb,42,63,27,17,2,3,0,1,0,0,0,0,0,0,0
ENES100A,Jarred Young,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0
ENES100A,John Cumings,4,13,2,2,1,0,0,0,0,0,0,0,0,0,0
ENES100A,Joshua Cocker,9,12,2,0,1,0,1,0,0,0,0,0,0,0,0
ENES100A,Kevin Calabro,3,17,6,6,10,5,4,0,1,0,0,0,0,2,0
ENES100A,Kristen Hines,0,4,0,4,1,0,0,1,0,0,0,0,0,0,0
ENES100A,Liangbing Hu,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0
ENES100A,Lina Castano,1,9,0,0,1,0,0,0,0,0,0,0,0,1,0
ENES100A,Michael Galczynski,21,63,27,21,12,2,0,0,0,0,0,0,3,2,5
ENES100A,Mohammad Ali,11,5,2,1,2,0,0,0,0,0,0,0,0,0,0
ENES100A,Nicholas Wagman,13,12,1,2,0,0,0,0,0,0,0,0,0,0,0
ENES100A,Patrick McAvoy,56,30,2,1,0,0,0,0,0,0,0,0,0,3,0
ENES100A,Peter Kofinas,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0
ENES100A,Peter Sunderland,1,6,20,15,16,9,1,2,0,0,1,0,0,2,0
ENES100A,Romel Gomez,1,6,10,6,9,1,0,0,0,0,0,0,0,1,0
ENES100A,Sheryl Ehrman,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0
ENES100A,Stephen Kamakaris,3,24,4,9,15,2,1,1,1,0,0,0,1,1,0
ENES100A,Stephen Secules,0,2,6,1,1,0,0,0,0,0,0,0,0,0,0
ENES100A,Taylor Myers,11,10,5,0,2,0,0,0,0,0,0,0,0,0,1
ENES100A,Ted Baker,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0
ENES100A,Timothy Foecke,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0
ENES100A,W Ethan Eagle,8,9,2,0,0,0,0,0,0,0,0,0,0,1,1
ENES100A,Wesley Lawson,4,24,10,13,26,8,3,5,0,0,0,0,0,3,0
ENES102,Aris Cleanthous,38,94,2,95,116,5,80,57,11,14,22,0,31,55,0
ENES102,Catherine Hamel,5,11,9,6,8,6,1,2,1,0,2,0,2,3,0
ENES102,Chandrasekhar Thamire,1,12,1,0,27,0,0,4,0,0,2,0,0,4,0
ENES102,Christopher Cadou,0,9,5,2,10,5,2,10,3,0,7,0,4,1,0
ENES102,Gary Pertmer,20,126,0,37,112,1,23,44,18,4,16,0,23,25,25
ENES102,Jackelyn Lopez Roshwalb,6,27,0,16,45,0,17,25,2,2,3,0,10,11,0
ENES102,Jarred Young,100,211,12,58,124,11,30,55,7,6,11,0,21,40,2
ENES102,Jungho Kim,3,4,8,5,3,7,1,1,1,0,1,0,1,8,0
ENES102,Kevin Calabro,18,44,38,36,65,23,29,38,17,4,28,2,9,28,1
ENES102,Mary Bowden,16,135,19,16,134,32,17,68,14,0,24,0,7,26,2
ENES102,Michael Galczynski,28,143,25,53,55,16,20,17,2,1,5,0,9,16,33
ENES102,Patrick McAvoy,0,9,5,5,8,5,2,8,2,0,4,0,1,1,0
ENES102,Peter Chang,1,30,8,0,51,7,0,40,11,0,9,0,13,11,1
ENES102,Robert Bonenberger,8,149,5,35,233,3,33,200,3,10,59,3,24,63,1
ENES102,Stephen Kamakaris,9,38,26,9,34,14,4,14,6,0,4,1,7,4,0
ENES102,Thomas Beigel,60,446,79,76,522,73,51,225,36,24,60,6,52,150,94
ENES102,W Ethan Eagle,2,5,5,5,10,6,2,3,3,2,3,1,3,3,0
ENES102,William Fourney,1,66,0,7,108,1,10,72,2,1,19,0,7,10,0
ENES102H,Catherine Hamel,7,14,9,10,6,1,3,3,0,0,2,0,1,3,0
ENES102H,Gary Pertmer,19,380,20,82,151,7,43,65,11,12,14,0,18,27,0
ENES102H,Jarred Young,9,16,0,7,15,0,3,3,0,1,1,0,1,1,0
ENES102H,Kevin Calabro,7,6,3,4,7,6,2,5,1,2,2,0,2,2,0
ENES102H,Mary Bowden,3,18,0,4,8,1,4,4,2,0,3,0,2,5,0
ENES102H,Michael Galczynski,40,70,8,18,14,7,0,2,2,0,0,0,0,1,0
ENES102H,Patrick McAvoy,18,8,6,9,4,6,3,1,3,0,0,0,2,1,0
ENES102H,William Fourney,0,19,0,0,16,0,0,8,0,0,4,0,4,1,0
ENES108,Fredy Uruchima,0,4,4,4,0,0,0,0,0,0,0,0,1,2,0
ENES108,LaWanda Kamalidiin,4,8,0,1,2,0,0,1,0,0,0,0,0,0,0
ENES108,Michelle Udeli,22,15,8,3,4,0,0,1,0,0,0,0,0,2,0
ENES108,Migdalia Maldonado,19,60,0,0,9,0,0,3,0,0,0,0,0,1,3
ENES108,Olive Reid,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0
ENES108,Taifa Simpson,7,0,1,2,1,0,0,0,1,0,0,0,0,0,0
ENES113,Ashley Lyles,0,56,0,0,3,0,0,0,0,0,0,0,0,2,0
ENES113,Bruk Berhane,18,16,4,0,1,3,0,0,0,0,1,0,0,0,0
ENES113,Dale Martin,58,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ENES113,Jarred Young,101,25,21,7,3,0,1,2,0,0,0,0,2,5,0
ENES113,Michael Galczynski,0,86,0,0,3,0,0,2,0,0,0,0,0,2,0
ENES113,Tamara Fuller,31,114,0,8,4,0,0,3,0,0,1,0,0,4,0
ENES114,Carla Jones,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0
ENES114,Catherine Donohoe,0,127,0,0,9,0,0,3,0,0,0,0,1,3,0
ENES114,Erica Ely,0,35,0,0,3,0,0,1,0,0,0,0,1,0,0
ENES114,Liza Lebrun,10,105,0,0,7,0,0,2,0,0,1,0,0,2,3
ENES114,Tamara Fuller,0,28,1,0,3,0,0,1,0,0,0,0,2,3,0
ENES114,Veronica Perrigan,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0
ENES114,Zabrina Anzyl,0,40,0,0,8,0,0,0,0,0,0,0,0,2,0
ENES115,Catherine Hamel,28,4,3,0,2,0,0,0,0,0,0,0,0,0,0
ENES115,Julia Anderson,0,54,0,0,2,0,0,0,0,0,0,0,0,0,0
ENES115,Laura Paquin,0,83,0,0,2,0,1,0,0,0,1,0,1,0,0
ENES115,Nicole Hollywood,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0
ENES115,Paige Smith,0,129,0,0,1,0,0,0,0,0,0,0,0,0,1
ENES115,Shannon Edward,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
ENES116,Paige Smith,0,118,0,0,1,0,0,1,0,0,1,0,0,1,0
ENES116,Veronica Perrigan,0,370,0,0,9,0,0,1,0,0,0,0,0,1,3
ENES138,Aileen Hentz,4,0,5,0,0,0,1,1,0,0,0,0,0,1,0
ENES138,Brian Dillehay,9,10,12,0,6,5,0,0,0,0,0,0,2,3,0
ENES138,Edward Eisenstein,8,14,7,0,1,0,0,0,0,0,0,0,0,1,1
ENES138,Lauren Ruszczyk,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0
ENES138,Le-Marie Thompson,0,6,7,1,0,1,0,0,0,0,0,0,0,1,0
ENES138U,Julia Blatchford,0,2,10,3,2,0,1,1,2,0,0,0,0,4,0
ENES140,James Green,6494,7290,5157,2156,1529,1109,452,328,222,105,77,54,392,751,484
ENES140,Michael Pratt,91,150,163,33,17,14,9,3,1,0,1,0,1,21,0
ENES141,Dean Chang,1,7,8,1,11,1,0,0,0,0,0,0,0,0,0
ENES143,Alyssa Cohen Sherman,2,1,8,8,3,2,0,0,0,0,0,0,0,0,0
ENES143,Carolyn Karlson,2,4,5,5,4,1,0,0,0,0,0,0,0,0,0
ENES150,Shannon Buenaflor,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0
ENES151,Karen Lewis,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0
ENES152,LaWanda Kamalidiin,10,2,0,1,0,0,0,0,0,0,0,0,0,0,1
ENES152,Shannon Buenaflor,3,4,0,1,0,0,0,0,0,0,0,0,1,0,0
ENES154,Deborah Vidmar,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
ENES181,Darryll Pines,9,438,8,1,14,2,0,5,0,0,6,0,0,8,0
ENES181,Robert Briber,80,18,5,1,3,0,1,3,0,0,2,0,0,5,0
ENES181,Samuel Graham,32,26,14,6,2,2,0,0,0,1,0,0,1,0,0
ENES192,Jackelyn Lopez Roshwalb,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0
ENES192,Kevin Calabro,3,18,2,0,0,0,1,0,0,0,0,0,1,1,0
ENES192,W Ethan Eagle,3,5,2,0,0,0,0,0,0,0,0,0,0,1,0
ENES195,Mary Bowden,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0
ENES200,Christine Alexander,108,22,11,6,1,2,1,0,0,0,0,0,2,6,1
ENES200,Kuan-hung Lo,24,24,17,5,5,3,2,3,1,0,0,1,7,2,0
ENES210,James Green,3584,3738,3163,1152,742,487,165,128,85,45,30,23,156,362,238
ENES210,Michael Pratt,774,532,349,110,40,20,15,4,6,2,1,2,8,36,0
ENES211,John Jabara,0,4,2,0,1,0,0,0,0,0,0,0,0,1,0
ENES213,David Bonilla-Ciferri,0,16,0,0,2,0,0,0,0,0,0,0,0,1,0
ENES213,Elizabeth Kurban,0,68,0,0,3,0,0,0,0,0,0,0,0,0,0
ENES213,Gregory Stinson,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
ENES213,Kurubel Belay,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0
ENES213,Shannon Hayes,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0
ENES213,Tamara Fuller,0,109,0,1,5,0,0,1,0,0,0,0,0,1,0
ENES213,W Ethan Eagle,0,28,0,0,2,0,0,0,0,0,0,0,0,2,0
ENES213,Xanh Tran,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0
ENES214,Elizabeth Kurban,0,71,0,0,3,0,0,0,0,0,0,0,1,1,0
ENES214,Logan Williams,0,26,0,0,0,0,0,0,0,0,0,0,0,1,5
ENES214,Nicole Mogul,0,41,0,0,0,0,0,0,0,0,1,0,0,1,0
ENES214,Samantha Sabihi,0,57,0,0,1,0,0,0,0,0,0,0,0,0,0
ENES214,Tamara Fuller,23,52,0,0,2,0,0,0,0,0,0,0,1,0,0
ENES215,Candice Staples,0,47,0,0,1,0,0,0,0,0,0,0,0,0,0
ENES215,Jessica Lee,0,29,0,0,1,0,0,0,0,0,0,0,0,1,0
ENES215,Julia Anderson,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0
ENES215,Mary Bowden,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
ENES215,Paige Smith,0,152,0,0,3,0,0,2,0,0,0,0,3,1,0
ENES215,Samantha Sabihi,12,53,0,0,1,0,0,0,0,0,0,0,0,1,0
ENES216,Cinthya Salazar,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0
ENES216,Julia Anderson,0,34,0,0,1,0,0,0,0,0,0,0,0,0,0
ENES216,Logan Williams,0,40,0,0,1,0,0,0,0,0,0,0,0,0,1
ENES216,Mary Bowden,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
ENES216,Paige Smith,0,204,0,0,3,0,0,1,0,0,1,0,3,0,0
ENES220,Bongtae Han,33,67,50,30,87,70,13,77,35,0,23,9,1,33,44
ENES220,Eric Maxeiner,0,11,0,0,26,0,0,15,0,0,1,0,1,6,0
ENES220,Jarrod Bonsmann,2,11,0,12,17,0,12,3,2,0,0,1,0,3,0
ENES220,Kevin Calabro,26,25,21,20,24,29,16,9,13,0,1,2,3,8,0
ENES220,Mary Bowden,22,115,19,29,94,8,15,41,3,0,5,0,5,14,5
ENES220,Norman Wereley,4,11,20,12,24,7,5,3,1,0,2,0,5,6,1
ENES220,Peter Chang,9,83,20,8,139,23,3,107,9,1,26,0,7,35,0
ENES220,Robert Benedetti,2,14,0,0,37,0,0,29,9,0,2,0,2,8,0
ENES220,Robert Bonenberger,62,407,3,122,484,16,94,258,8,24,57,4,30,59,73
ENES220,Teng Li,35,149,15,10,247,23,0,43,0,0,14,1,4,19,43
ENES220,Thomas Beigel,96,649,80,66,539,70,47,252,35,24,30,10,25,57,1
ENES220,Thomas Brodrick,5,54,10,4,60,7,5,29,2,0,3,0,0,4,0
ENES220,William Fourney,0,91,0,8,119,0,7,75,2,0,12,0,8,11,1
ENES221,Amr Baz,5,31,8,17,41,7,12,24,11,0,0,0,0,5,1
ENES221,Brian Danielak,2,4,9,4,11,5,3,5,1,1,1,0,1,0,0
ENES221,Chandrasekhar Thamire,29,27,50,8,37,35,11,25,33,3,8,2,8,36,0
ENES221,James Duncan,20,34,23,28,71,37,24,77,31,0,25,2,12,22,50
ENES221,Jarrod Bonsmann,10,10,10,21,37,23,29,31,26,0,18,0,7,24,0
ENES221,Ken Kiger,13,39,23,24,28,21,24,29,15,2,8,1,12,31,19
ENES221,Kenneth Kiger,2,4,5,4,10,2,4,6,2,0,3,0,1,4,0
ENES221,Kevin Calabro,23,72,45,56,77,73,55,66,71,7,40,1,18,54,0
ENES221,Norman Wereley,2,3,0,4,6,13,3,5,10,0,4,0,0,2,0
ENES221,Patrick McAvoy,83,149,124,140,222,156,120,167,116,14,45,13,52,122,84
ENES221,Peter Sandborn,20,41,31,29,39,44,45,48,63,1,23,0,8,28,1
ENES221,Stephen Kamakaris,3,4,4,5,7,5,2,5,3,0,0,0,1,2,0
ENES221,Thomas Brodrick,2,2,5,2,5,10,6,6,4,0,1,0,0,3,0
ENES221,Vincent Nguyen,0,7,4,4,9,10,6,5,9,0,4,0,1,1,1
ENES232,Catherine Hamel,219,233,82,104,112,58,54,51,28,1,28,0,27,32,78
ENES232,Chandrasekhar Thamire,11,2,3,6,9,4,2,5,7,0,2,5,2,5,0
ENES232,Christopher Cadou,2,99,49,32,71,38,26,35,10,0,36,1,22,39,27
ENES232,Gary Pertmer,1,7,2,8,7,6,6,6,6,0,0,0,0,3,0
ENES232,Greg Jackson,7,29,14,10,18,15,16,12,7,0,2,0,2,9,0
ENES232,Jarred Young,134,214,0,51,89,0,13,25,1,8,8,0,23,19,87
ENES232,Joshua Cocker,4,12,10,7,8,3,1,1,2,1,1,0,0,1,0
ENES232,Jungho Kim,8,18,10,12,15,20,19,21,20,0,4,0,2,8,0
ENES232,Kevin Calabro,11,31,33,30,47,23,27,38,17,0,18,1,5,16,1
ENES232,Kristen Hines,105,212,14,102,289,25,90,216,6,6,47,3,43,102,12
ENES232,Paul Anderson,6,16,14,10,9,8,9,6,6,3,2,3,8,3,0
ENES232,Ray Sedwick,14,17,16,9,14,6,8,13,2,1,6,0,4,8,0
ENES232,Raymond Sedwick,37,61,37,56,62,55,43,44,33,5,6,6,6,22,0
ENES232,Ulrich Leiste,3,4,5,4,11,4,5,7,2,0,1,0,4,2,0
ENES232,W Ethan Eagle,6,3,1,0,4,4,2,8,2,0,1,1,7,4,0
ENES232,William Fourney,0,11,0,0,18,0,0,12,0,0,2,0,2,3,0
ENES240,Justin Shapiro,11,15,5,2,3,2,0,1,0,0,1,0,2,4,0
ENES240,Timothy Reedy,51,72,53,16,12,7,5,10,6,0,4,1,8,3,0
ENES304,Bruk Berhane,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0
ENES304,Christopher Davis,0,36,0,0,0,0,0,0,0,0,0,0,0,1,0
ENES304,Kenneth Kiger,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
ENES304,William Fourney,0,34,0,0,0,0,0,0,0,0,0,0,0,1,0
ENES305,Christopher Davis,0,104,0,0,1,0,0,0,0,0,0,0,0,1,1
ENES305,Jane Fines,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
ENES305,Ken Kiger,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0
ENES305,Kenneth Kiger,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3
ENES305,William Fourney,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
ENES317,Darren Pierre,174,77,42,9,4,1,1,1,2,0,0,0,3,7,3
ENES317,Natasha Chapman,31,44,25,10,4,3,1,2,0,1,0,0,2,2,8
ENES317,Ramsey Jabaji,42,112,47,20,10,4,2,0,0,0,0,0,0,0,0
ENES424,Darren Pierre,42,13,26,0,0,0,0,0,1,0,0,0,0,1,0
ENES424,Lena Kavaliauskas Crain,2,9,7,2,2,0,0,0,0,0,0,0,0,0,0
ENES424,Natasha Chapman,7,23,7,3,1,1,0,0,0,0,0,0,1,0,0
ENES424,Ramsey Jabaji,32,80,11,4,1,0,0,0,0,0,0,0,1,0,0
ENES440,David Tomblin,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ENES440,M Sauter,12,13,6,0,0,0,1,0,0,0,0,0,0,0,0
ENES440,Nicole Mogul,8,3,6,0,1,0,0,0,0,0,0,0,0,0,1
ENES440,Timothy Reedy,4,8,2,1,0,0,0,0,0,0,0,0,0,0,0
ENES460,Cait von Schnetlage,55,49,30,21,12,3,0,1,0,0,0,0,1,3,5
ENES460,Carolyn Karlson,0,6,3,2,1,0,0,0,0,0,0,0,0,0,0
ENES460,Goncagul Branco,21,13,2,1,3,0,0,0,0,0,0,0,0,2,0
ENES460,James Green,22,20,13,2,8,0,0,0,0,0,0,0,0,2,0
ENES460,Mark Komisky,4,8,4,2,0,1,0,0,0,0,0,0,0,2,0
ENES460,Michael Pratt,18,64,20,6,3,1,0,1,0,0,0,0,0,1,0
ENES461,Carolyn Karlson,3,8,5,2,3,0,0,0,0,0,0,0,0,1,2
ENES461,James Green,1434,1253,1153,402,232,210,56,57,30,16,15,13,106,192,121
ENES461,Michael Pratt,21,34,11,1,1,1,0,0,0,0,0,0,0,1,0
ENES461,Stephen Lang,0,9,5,2,2,1,0,0,0,0,0,0,0,2,0
ENES462,Cait von Schnetlage,27,19,5,2,2,0,2,1,0,0,0,0,0,2,0
ENES462,Carolyn Karlson,4,13,1,3,0,0,0,0,0,0,0,0,0,0,0
ENES462,James Green,51,167,65,36,19,2,4,0,1,0,0,0,2,2,0
ENES462,Michael Pratt,25,43,9,0,1,0,0,0,0,0,0,0,0,0,0
ENES462,Olufunlola Koiki,73,63,26,8,13,5,1,3,2,0,0,0,0,6,0
ENES463,Goncagul Branco,4,7,1,6,6,7,0,0,1,0,0,0,0,1,0
ENES463,Joseph Mortati,0,5,3,1,1,2,0,1,0,0,0,0,0,0,0
ENES463,Sharon Flank,6,4,6,2,1,2,1,1,0,2,0,0,0,0,0
ENES463,Thomas Mierzwa,1,112,58,38,19,14,5,8,5,2,1,0,5,7,1
ENES464,James Green,2,28,17,4,3,1,0,0,0,0,0,0,0,0,0
ENES464,Joseph Mortati,0,6,3,2,2,1,1,0,0,0,0,0,0,0,0
ENES464,Lisa Wolf,0,47,15,1,1,1,0,0,0,0,0,0,0,1,2
ENES464,Shyam Chidamber,0,28,17,23,3,0,0,1,0,0,1,0,2,1,0
ENES465,James Green,23,44,0,1,3,0,1,1,0,0,0,0,0,0,0
ENES466,James Green,4,6,6,3,1,0,0,0,0,0,0,0,0,1,0
ENES466,Michael Pratt,73,110,64,53,49,26,19,10,12,4,3,2,8,20,20
ENES471,Babak Akhlaghi,15,15,7,5,6,4,1,1,1,0,0,0,2,1,0
ENES471,Wilson White,1,5,12,14,18,19,7,4,2,2,0,1,0,1,0
ENES472,Brian Dillehay,37,57,47,13,3,6,2,1,0,0,1,0,0,0,3
ENES472,Darren Pierre,82,62,61,22,8,10,2,3,0,1,0,0,3,3,0
ENES472,Jane Fines,3,82,99,43,22,11,4,1,0,0,0,0,0,4,1
ENES472,Kevin McClure,14,68,11,1,0,0,0,0,0,0,0,0,0,1,0
ENES472,Kirsten Dabelko,5,17,11,6,4,2,0,0,0,0,0,0,0,1,0
ENES472,Lena Kavaliauskas Crain,8,36,26,6,6,1,4,0,0,0,0,0,2,0,0
ENES472,Natasha Chapman,34,35,34,11,4,7,1,1,3,0,0,0,0,5,6
ENES474,Jane Fines,1,14,6,4,1,0,3,0,0,0,0,0,0,1,0
ENES475,Lena Crain,4,17,26,12,6,4,4,0,2,1,0,0,2,1,0
ENES478,Kevin Calabro,0,14,0,0,1,0,0,0,0,0,0,0,0,0,1
ENES478,Nicole Roop,0,38,0,0,0,0,0,0,0,0,0,0,0,1,1
ENES480,Richard McCuen,4,86,7,1,0,0,0,0,0,0,0,0,0,5,1
ENES480,Wesley Lawson,35,13,19,0,0,0,0,0,0,0,0,0,0,3,0
ENES481,Richard McCuen,13,84,1,6,0,0,0,0,0,0,0,0,0,5,0
ENES481,Wesley Lawson,45,11,0,0,0,0,0,0,0,0,0,0,0,1,0
ENES489P,Jeffrey Herrmann,0,3,3,8,6,4,0,0,0,0,0,0,0,1,0
ENES489P,John Baras,18,60,93,81,48,6,2,3,1,0,0,0,1,3,30
ENES489P,John MacCarthy,10,10,26,17,10,1,0,2,0,1,0,0,0,0,0
ENES489P,Mark Austin,2,4,3,3,0,1,0,0,0,0,0,0,0,0,0
ENES489P,Mumu Xu,2,60,16,14,17,15,0,1,0,0,0,0,0,1,0
ENES489P,Raymond Adomaitis,10,21,28,5,14,0,1,1,1,0,1,0,1,2,0
