course,semester,average_gpa,count
AMSC466,Fall 2020,3.45,36
AMSC466,Spring 2021,2.107,28
AMSC466,Fall 2021,3.0,14
AMSC466,Spring 2022,2.4,11
AMSC466,Fall 2022,2.291,11
AMSC466,Spring 2023,3.412,24
AMSC466,Fall 2023,2.636,28
AMSC466,Spring 2024,2.262,13
AMSC612,Spring 2012,3.5,10
AMSC612,Spring 2013,2.588,8
AMSC612,Spring 2014,2.857,7
AMSC612,Spring 2015,3.34,5
AMSC612,Fall 2015,3.086,7
AMSC614,Fall 2012,3.217,6
AMSC614,Fall 2014,3.378,9
AMSC660,Fall 2012,3.079,53
AMSC660,Fall 2013,3.194,31
AMSC660,Fall 2014,3.647,32
AMSC660,Fall 2015,3.128,29
AMSC660,Fall 2016,3.032,31
AMSC660,Fall 2017,2.924,29
AMSC660,Fall 2018,2.797,32
AMSC660,Fall 2019,2.926,27
AMSC660,Fall 2020,3.438,26
AMSC660,Fall 2021,3.148,25
AMSC660,Fall 2022,3.01,30
AMSC660,Fall 2023,3.239,38
AMSC661,Spring 2012,3.68,30
AMSC661,Spring 2013,3.337,19
AMSC661,Spring 2014,3.261,23
AMSC661,Spring 2015,2.824,17
AMSC661,Spring 2016,3.227,15
AMSC661,Spring 2017,3.125,16
AMSC661,Spring 2018,3.155,29
AMSC661,Spring 2019,3.227,22
AMSC661,Spring 2020,2.356,16
AMSC661,Spring 2021,4.0,21
AMSC661,Spring 2022,3.243,14
AMSC661,Spring 2023,3.428,18
AMSC661,Spring 2024,3.238,21
AMSC662,Spring 2016,3.503,29
AMSC662,Fall 2017,3.729,17
AMSC662,Fall 2019,3.789,19
AMSC663,Fall 2012,3.012,8
AMSC663,Fall 2013,3.044,9
AMSC663,Fall 2014,3.5,8
AMSC663,Fall 2015,3.11,10
AMSC663,Fall 2017,3.333,6
AMSC663,Fall 2018,3.3,10
AMSC663,Fall 2019,3.8,7
AMSC663,Fall 2020,3.25,8
AMSC663,Fall 2021,3.94,5
AMSC663,Spring 2024,4.0,6
AMSC664,Spring 2012,4.0,10
AMSC664,Spring 2013,3.286,7
AMSC664,Spring 2014,3.857,7
AMSC664,Spring 2015,3.75,8
AMSC664,Spring 2016,3.5,8
AMSC664,Spring 2019,3.933,9
AMSC664,Spring 2020,3.2,5
AMSC664,Spring 2021,3.914,7
AMSC664,Spring 2022,4.0,5
AMSC666,Fall 2012,3.51,10
AMSC666,Fall 2013,2.96,15
AMSC666,Fall 2014,2.736,14
AMSC666,Fall 2016,3.0,17
AMSC666,Fall 2017,2.5,8
AMSC666,Fall 2018,3.11,10
AMSC666,Fall 2019,3.829,7
AMSC666,Fall 2020,2.515,20
AMSC666,Fall 2021,2.175,12
AMSC667,Spring 2012,3.667,6
AMSC667,Spring 2013,3.8,5
AMSC667,Spring 2014,3.333,6
AMSC689,Spring 2012,4.0,7
AMSC689,Spring 2013,3.2,5
AMSC689,Fall 2017,4.0,6
AMSC689,Spring 2022,4.0,6
AMSC689,Fall 2022,4.0,6
AMSC698L,Fall 2012,4.0,6
AMSC714,Fall 2017,3.288,8
AMSC714,Fall 2018,2.7,13
AMSC714,Fall 2020,3.283,6
AMSC714,Fall 2021,3.444,9
AMSC714,Fall 2022,2.4,5
AMSC715,Spring 2018,2.909,11
AMSC715,Spring 2019,3.856,9
AMSC715,Spring 2020,3.425,8
AMSC715,Spring 2021,3.814,7
AMSC715,Spring 2022,3.482,11
AMSC715,Spring 2023,1.778,9
AMSC721,Fall 2022,2.789,9
AMSC721,Fall 2023,0.788,8
AMSC763,Fall 2019,2.935,20
AMSC763,Fall 2021,2.892,12
AMSC763,Fall 2023,3.138,13
AMSC764,Spring 2017,3.536,36
AMSC764,Spring 2018,3.478,41
AMSC764,Spring 2019,3.724,54
AMSC764,Spring 2020,3.031,96
AMSC764,Spring 2021,3.505,78
AMSC764,Spring 2022,3.54,99
AMSC764,Spring 2023,3.429,78
AMSC764,Spring 2024,3.74,60
AMSC808C,Spring 2014,3.0,8
AMSC808N,Fall 2020,2.25,30
AMSC808N,Fall 2021,2.964,28
AMSC808N,Fall 2022,2.265,17
AMSC808R,Spring 2014,2.231,16
AMSC808V,Spring 2016,3.2,5
AMSC808X,Spring 2024,2.0,14
AMSC899,Spring 2012,3.82,5
AMSC899,Spring 2017,4.0,5
AMSC899,Fall 2017,4.0,5
AMSC899,Fall 2019,0.0,5
AMSC899,Spring 2020,0.0,5
AMST101,Spring 2012,2.82,101
AMST101,Fall 2012,2.778,138
AMST101,Spring 2013,3.0,97
AMST101,Fall 2013,3.141,144
AMST101,Spring 2014,3.276,103
AMST101,Fall 2014,3.143,142
AMST101,Spring 2015,3.153,100
AMST101,Fall 2015,3.671,143
AMST101,Spring 2016,3.488,101
AMST101,Fall 2016,3.233,141
AMST101,Spring 2017,3.33,125
AMST101,Fall 2017,3.084,151
AMST101,Spring 2018,3.021,123
AMST101,Fall 2018,3.325,155
AMST101,Spring 2019,3.279,125
AMST101,Fall 2019,3.334,125
AMST101,Spring 2020,2.997,79
AMST101,Fall 2020,3.319,122
AMST101,Spring 2021,3.379,101
AMST101,Fall 2021,3.495,78
AMST101,Spring 2022,3.405,59
AMST101,Fall 2022,3.626,78
AMST101,Spring 2023,3.69,63
AMST101,Fall 2023,3.587,76
AMST101,Spring 2024,2.692,52
AMST120,Spring 2016,3.495,80
AMST120,Spring 2017,3.478,83
AMST202,Spring 2012,2.131,26
AMST202,Fall 2012,2.722,23
AMST202,Spring 2013,2.758,26
AMST202,Fall 2013,2.522,27
AMST202,Spring 2014,2.83,23
AMST202,Fall 2014,2.2,22
AMST202,Spring 2015,2.688,16
AMST202,Fall 2015,2.433,24
AMST202,Spring 2016,2.629,24
AMST202,Fall 2016,2.111,28
AMST202,Spring 2017,2.7,25
AMST202,Fall 2017,3.296,25
AMST202,Spring 2018,3.256,25
AMST202,Fall 2018,2.596,27
AMST202,Spring 2019,3.15,26
AMST202,Fall 2019,2.636,25
AMST202,Spring 2020,2.56,25
AMST202,Fall 2020,2.797,30
AMST202,Spring 2021,3.365,26
AMST202,Fall 2021,2.856,25
AMST202,Spring 2022,3.581,26
AMST202,Fall 2022,3.18,25
AMST202,Spring 2023,3.519,26
AMST202,Fall 2023,3.13,27
AMST202,Spring 2024,3.465,26
AMST203,Fall 2012,3.212,84
AMST203,Fall 2013,3.51,100
AMST203,Fall 2014,3.684,88
AMST203,Fall 2015,3.315,41
AMST203,Spring 2016,3.471,52
AMST203,Fall 2016,3.148,44
AMST203,Spring 2017,3.418,50
AMST203,Fall 2017,2.303,34
AMST203,Spring 2018,2.612,52
AMST203,Fall 2018,2.979,73
AMST203,Spring 2019,3.213,48
AMST203,Fall 2019,3.152,69
AMST203,Spring 2020,3.112,52
AMST203,Fall 2020,3.624,66
AMST203,Spring 2021,2.79,50
AMST203,Fall 2021,3.383,66
AMST203,Spring 2022,3.57,23
AMST203,Fall 2022,3.579,63
AMST203,Spring 2023,3.281,26
AMST203,Fall 2023,3.471,66
AMST203,Spring 2024,3.437,27
AMST204,Spring 2012,2.777,30
AMST204,Spring 2013,2.49,31
AMST204,Spring 2014,2.797,31
AMST204,Spring 2015,2.557,30
AMST204,Fall 2017,2.849,35
AMST204,Fall 2018,3.153,36
AMST204,Fall 2019,3.072,36
AMST204,Fall 2020,3.011,35
AMST204,Fall 2021,2.965,37
AMST204,Fall 2022,2.641,34
AMST204,Fall 2023,3.094,35
AMST205,Fall 2012,3.078,86
AMST205,Fall 2013,2.957,68
AMST205,Spring 2014,2.512,25
AMST205,Fall 2014,3.188,57
AMST205,Spring 2015,2.68,25
AMST205,Fall 2015,3.056,68
AMST205,Spring 2016,3.404,24
AMST205,Fall 2016,3.523,65
AMST205,Spring 2017,3.304,25
AMST205,Fall 2017,3.397,61
AMST205,Spring 2018,2.713,23
AMST205,Fall 2018,3.33,46
AMST205,Spring 2019,3.212,24
AMST205,Fall 2019,3.323,30
AMST205,Spring 2020,2.104,25
AMST205,Fall 2020,2.917,30
AMST205,Spring 2021,2.796,24
AMST205,Fall 2021,3.638,40
AMST205,Spring 2022,3.454,26
AMST205,Fall 2022,3.83,33
AMST205,Spring 2023,3.487,24
AMST205,Fall 2023,3.867,36
AMST205,Spring 2024,3.76,25
AMST207,Spring 2012,2.408,50
AMST207,Spring 2013,2.739,23
AMST207,Fall 2014,3.46,10
AMST210,Spring 2019,2.686,21
AMST210,Spring 2020,2.275,20
AMST210,Spring 2022,2.416,25
AMST210,Spring 2023,3.104,25
AMST210,Spring 2024,3.2,19
AMST212,Spring 2013,2.904,25
AMST212,Spring 2014,2.476,21
AMST212,Spring 2015,3.168,25
AMST212,Spring 2016,3.577,26
AMST212,Spring 2017,3.388,25
AMST212,Spring 2018,3.346,26
AMST212,Spring 2019,3.7,23
AMST212,Spring 2020,1.936,25
AMST212,Spring 2021,2.924,25
AMST213,Spring 2021,2.657,35
AMST213,Spring 2022,3.218,33
AMST213,Spring 2023,3.066,35
AMST213,Spring 2024,3.011,36
AMST260,Spring 2012,2.595,21
AMST260,Fall 2013,3.447,79
AMST260,Fall 2014,3.311,81
AMST260,Fall 2015,3.135,79
AMST260,Fall 2016,3.038,81
AMST260,Fall 2017,2.746,81
AMST260,Spring 2018,2.206,32
AMST260,Spring 2022,3.682,60
AMST260,Spring 2023,3.703,58
AMST260,Spring 2024,3.416,61
AMST262,Spring 2019,2.753,17
AMST262,Fall 2019,2.82,59
AMST262,Fall 2020,3.282,61
AMST262,Fall 2022,3.221,61
AMST262,Fall 2023,3.073,59
AMST289A,Spring 2012,3.273,22
AMST289A,Spring 2013,3.148,80
AMST289A,Spring 2014,3.526,82
AMST289A,Spring 2015,3.347,79
AMST289A,Fall 2018,3.5,61
AMST289A,Spring 2020,2.948,60
AMST290,Spring 2021,3.844,61
AMST290,Spring 2022,3.622,60
AMST290,Spring 2023,3.834,61
AMST298I,Fall 2012,1.333,6
AMST310,Fall 2021,3.36,25
AMST310,Spring 2022,3.015,20
AMST310,Fall 2022,3.487,24
AMST310,Spring 2023,3.755,20
AMST310,Fall 2023,3.754,26
AMST312,Fall 2023,3.733,24
AMST315,Fall 2022,2.876,17
AMST315,Fall 2023,2.915,20
AMST320,Fall 2022,2.84,20
AMST320,Fall 2023,3.686,21
AMST328A,Spring 2012,2.552,25
AMST328C,Fall 2023,1.953,30
AMST328L,Fall 2017,2.524,25
AMST328L,Fall 2019,2.831,26
AMST328L,Fall 2020,3.324,25
AMST328N,Spring 2012,2.815,33
AMST328N,Spring 2013,2.152,27
AMST328N,Spring 2014,2.423,26
AMST328N,Spring 2015,2.779,29
AMST328N,Spring 2016,2.568,25
AMST328N,Spring 2017,1.985,20
AMST328N,Spring 2018,2.271,21
AMST328N,Spring 2019,2.067,15
AMST328N,Spring 2020,2.296,25
AMST328N,Fall 2022,3.622,9
AMST328P,Spring 2024,3.215,20
AMST328Q,Spring 2020,2.507,14
AMST328R,Spring 2017,2.813,31
AMST328R,Fall 2020,2.769,26
AMST328R,Fall 2021,2.705,21
AMST328R,Spring 2023,2.64,15
AMST328T,Spring 2019,2.665,20
AMST328X,Spring 2018,2.238,21
AMST328X,Fall 2019,3.305,20
AMST328X,Fall 2020,3.39,20
AMST328X,Fall 2021,2.843,23
AMST340,Spring 2012,2.806,17
AMST340,Fall 2012,2.876,21
AMST340,Spring 2013,1.817,18
AMST340,Fall 2013,3.405,19
AMST340,Spring 2014,2.981,16
AMST340,Fall 2014,3.139,23
AMST340,Spring 2015,2.532,19
AMST340,Fall 2015,3.004,23
AMST340,Spring 2016,3.005,21
AMST340,Fall 2016,2.975,12
AMST340,Spring 2017,2.0,14
AMST340,Fall 2017,2.465,17
AMST340,Spring 2018,1.927,15
AMST340,Fall 2018,2.84,25
AMST340,Spring 2019,2.522,9
AMST340,Fall 2019,2.6,22
AMST340,Spring 2020,1.167,6
AMST340,Fall 2020,3.617,6
AMST340,Spring 2021,1.375,8
AMST340,Fall 2023,2.822,9
AMST386,Spring 2012,3.167,6
AMST386,Fall 2013,2.6,5
AMST386,Spring 2016,4.0,8
AMST386,Spring 2018,3.575,8
AMST386,Spring 2019,3.043,7
AMST418A,Fall 2012,3.381,16
AMST418A,Fall 2013,3.556,9
AMST418A,Fall 2014,2.488,16
AMST418A,Fall 2015,3.0,7
AMST418B,Spring 2012,3.396,28
AMST418D,Spring 2012,2.135,37
AMST418D,Fall 2012,1.885,41
AMST418D,Spring 2013,2.697,36
AMST418D,Fall 2013,2.144,43
AMST418E,Spring 2013,2.959,34
AMST418E,Spring 2014,3.411,35
AMST418G,Spring 2014,3.585,34
AMST418G,Spring 2015,3.783,18
AMST418K,Fall 2014,2.538,37
AMST418K,Fall 2015,2.733,27
AMST418K,Fall 2016,2.0,14
AMST418K,Spring 2019,2.695,20
AMST418K,Spring 2020,1.479,19
AMST418K,Spring 2023,2.835,20
AMST418K,Spring 2024,2.808,25
AMST418L,Spring 2012,2.825,36
AMST418L,Fall 2012,3.117,18
AMST418L,Spring 2013,3.113,30
AMST418M,Spring 2016,1.167,6
AMST418O,Fall 2014,2.232,22
AMST418O,Spring 2015,2.735,34
AMST418O,Fall 2017,2.38,15
AMST418R,Fall 2012,2.074,35
AMST418R,Fall 2013,2.232,41
AMST418R,Spring 2014,1.897,35
AMST428E,Spring 2015,2.933,27
AMST428F,Fall 2015,3.148,25
AMST428G,Spring 2017,3.109,22
AMST428P,Spring 2018,2.856,25
AMST428P,Spring 2019,2.604,24
AMST429B,Fall 2013,3.838,8
AMST429B,Fall 2014,3.388,8
AMST429B,Fall 2015,2.88,5
AMST429D,Fall 2012,3.003,35
AMST429D,Fall 2013,3.339,33
AMST429J,Spring 2012,2.543,37
AMST429J,Spring 2013,3.479,14
AMST429J,Spring 2014,3.362,8
AMST429J,Spring 2015,3.633,6
AMST429K,Spring 2012,3.303,36
AMST429R,Spring 2015,2.725,16
AMST429R,Fall 2015,2.1,7
AMST429T,Fall 2016,2.672,25
AMST432,Spring 2012,2.241,37
AMST432,Spring 2013,2.256,36
AMST433,Fall 2012,2.897,36
AMST450,Spring 2012,2.482,33
AMST450,Fall 2012,2.535,17
AMST450,Spring 2013,3.121,19
AMST450,Fall 2013,2.527,11
AMST450,Spring 2014,3.037,19
AMST450,Fall 2014,2.862,13
AMST450,Spring 2015,3.059,22
AMST450,Fall 2015,2.61,10
AMST450,Spring 2016,2.964,25
AMST450,Fall 2016,2.9,21
AMST450,Spring 2017,2.7,11
AMST450,Fall 2017,2.967,9
AMST450,Spring 2018,3.2,11
AMST450,Fall 2018,3.04,10
AMST450,Spring 2019,2.72,25
AMST450,Fall 2019,2.671,7
AMST450,Spring 2020,1.23,20
AMST450,Fall 2020,3.012,8
AMST450,Spring 2022,3.05,6
AMST450,Spring 2024,3.529,7
AMST498A,Spring 2014,3.159,17
AMST498A,Fall 2015,3.158,26
AMST498B,Fall 2012,2.514,37
AMST498B,Fall 2013,2.894,33
AMST498B,Spring 2014,2.356,25
AMST498B,Fall 2014,2.983,36
AMST498B,Spring 2017,3.185,34
AMST498B,Fall 2022,3.333,6
AMST498B,Fall 2023,3.521,19
AMST498C,Spring 2021,3.124,17
AMST498D,Spring 2012,2.765,31
AMST498D,Spring 2016,2.133,6
AMST498D,Spring 2018,2.278,32
AMST498E,Fall 2012,3.069,16
AMST498E,Spring 2013,3.23,33
AMST498I,Fall 2016,3.07,23
AMST498K,Spring 2013,2.315,34
AMST498K,Spring 2015,2.288,16
AMST498K,Spring 2017,2.064,11
AMST498K,Spring 2020,2.412,8
AMST498L,Spring 2012,2.146,26
AMST498L,Fall 2012,2.674,27
AMST498L,Spring 2014,2.131,13
AMST498L,Fall 2014,2.627,22
AMST498L,Fall 2015,2.331,13
AMST498L,Fall 2016,2.57,10
AMST498L,Fall 2017,2.33,20
AMST498L,Fall 2018,2.826,27
AMST498L,Fall 2022,3.386,7
AMST498M,Spring 2020,2.512,25
AMST498Q,Fall 2013,3.208,13
AMST498R,Fall 2013,2.7,8
AMST498V,Fall 2017,3.377,22
AMST498V,Spring 2020,3.34,15
AMST498V,Fall 2022,3.765,20
AMST498X,Spring 2017,2.522,9
AMST498X,Spring 2018,2.894,16
AMST498Y,Spring 2018,2.217,6
AMST601,Fall 2012,3.117,12
AMST601,Fall 2014,3.453,15
AMST601,Fall 2015,0.0,5
AMST601,Fall 2016,3.678,9
AMST601,Fall 2017,2.482,11
AMST601,Fall 2018,3.714,14
AMST601,Fall 2019,4.0,5
AMST601,Fall 2020,3.429,7
AMST601,Fall 2022,4.0,6
AMST601,Fall 2023,3.529,7
AMST602,Spring 2020,1.091,11
AMST603,Spring 2012,0.0,8
AMST603,Spring 2013,3.75,8
AMST603,Spring 2015,3.333,9
AMST603,Spring 2016,0.0,5
AMST603,Spring 2018,4.0,7
AMST603,Spring 2020,0.0,7
AMST603,Spring 2021,3.429,7
AMST628B,Fall 2013,3.962,8
AMST628B,Fall 2017,1.747,15
AMST628B,Spring 2018,3.856,9
AMST628B,Fall 2019,2.783,12
AMST628C,Fall 2022,3.155,11
AMST628D,Spring 2019,2.26,5
AMST628E,Spring 2021,3.909,11
AMST628E,Spring 2023,4.0,8
AMST628F,Fall 2020,3.044,9
AMST628L,Spring 2014,3.855,11
AMST628M,Spring 2012,2.667,9
AMST628M,Fall 2019,3.925,12
AMST628N,Fall 2012,3.031,13
AMST628N,Fall 2016,3.788,17
AMST628N,Fall 2023,1.6,10
AMST628P,Spring 2024,3.5,8
AMST628Q,Fall 2015,3.945,11
AMST628T,Fall 2018,3.194,16
AMST629A,Spring 2012,3.579,14
AMST629C,Spring 2013,3.917,12
AMST629C,Fall 2017,2.925,8
AMST629D,Fall 2014,0.0,16
AMST629D,Spring 2018,0.333,12
AMST629D,Spring 2021,3.755,20
AMST629I,Spring 2016,2.956,9
AMST629I,Fall 2022,3.418,11
AMST629J,Fall 2012,3.107,14
AMST629K,Fall 2015,3.729,7
AMST629K,Fall 2016,3.762,13
AMST629K,Spring 2019,2.831,13
AMST629L,Spring 2022,3.838,8
AMST629M,Fall 2013,3.362,13
AMST629N,Spring 2014,3.333,6
AMST629N,Spring 2016,4.0,7
AMST629N,Spring 2017,3.914,7
AMST629N,Spring 2018,3.2,5
AMST629O,Fall 2012,3.922,9
AMST629T,Spring 2013,3.8,11
AMST629U,Spring 2019,3.667,15
AMST629U,Spring 2020,2.571,14
AMST629U,Spring 2021,3.333,12
AMST655,Spring 2012,3.143,7
AMST655,Spring 2013,3.531,13
AMST655,Fall 2021,4.0,20
AMST655,Spring 2022,3.98,15
AMST655,Fall 2022,3.6,20
AMST655,Spring 2023,3.185,20
AMST655,Fall 2023,3.6,10
AMST655,Spring 2024,3.529,17
AMST659A,Fall 2022,3.458,12
AMST851,Spring 2012,3.882,11
AMST851,Fall 2017,3.386,7
AMST856,Fall 2013,3.473,11
AMST856,Fall 2016,3.4,9
AMST856,Fall 2017,0.0,9
AMST856,Fall 2018,3.814,7
AMST856,Spring 2021,3.636,11
AMST856,Spring 2022,3.077,13
AMST856,Spring 2023,3.962,16
AMST856,Spring 2024,3.85,8
AMST857,Spring 2023,3.6,10
AMST857,Fall 2023,4.0,6
AMST878,Fall 2013,0.0,5
AMST878A,Fall 2015,4.0,5
AMST878A,Fall 2020,0.0,5
AMST878A,Spring 2021,0.0,5
AMST878B,Fall 2022,0.0,6
AMST878C,Spring 2018,0.0,5
AMST898,Spring 2012,3.2,5
AMST898,Fall 2015,4.0,5
AMST898,Spring 2017,0.0,5
AMST899,Spring 2012,0.571,14
AMST899,Fall 2012,0.762,21
AMST899,Spring 2013,1.143,21
AMST899,Fall 2013,1.333,15
AMST899,Spring 2014,1.6,15
AMST899,Fall 2014,0.444,9
AMST899,Spring 2015,0.923,13
AMST899,Fall 2015,0.235,17
AMST899,Spring 2016,1.667,12
AMST899,Fall 2016,1.333,6
AMST899,Fall 2017,0.727,11
AMST899,Spring 2018,2.8,10
AMST899,Fall 2018,0.727,11
AMST899,Spring 2019,3.333,6
AMST899,Fall 2019,0.0,5
AMST899,Spring 2020,0.0,10
AMST899,Spring 2022,0.0,5
ANSC101,Fall 2012,2.433,168
ANSC101,Fall 2013,2.618,150
ANSC101,Fall 2014,2.86,174
ANSC101,Spring 2015,2.786,80
ANSC101,Fall 2015,3.123,135
ANSC101,Spring 2016,2.772,79
ANSC101,Fall 2016,3.215,124
ANSC101,Spring 2017,2.77,80
ANSC101,Fall 2017,2.737,124
ANSC101,Spring 2018,2.535,80
ANSC101,Fall 2018,2.441,152
ANSC101,Spring 2019,2.592,48
ANSC101,Fall 2019,2.535,108
ANSC101,Spring 2020,2.308,36
ANSC101,Fall 2020,3.138,113
ANSC101,Spring 2021,2.467,66
ANSC101,Fall 2021,3.181,108
ANSC101,Spring 2022,2.602,64
ANSC101,Fall 2022,3.117,96
ANSC101,Spring 2023,2.867,63
ANSC101,Fall 2023,3.468,93
ANSC101,Spring 2024,3.631,52
ANSC103,Fall 2012,3.511,123
ANSC103,Fall 2013,3.334,107
ANSC103,Fall 2014,3.716,122
ANSC103,Fall 2015,3.227,118
ANSC103,Fall 2016,3.467,119
ANSC103,Fall 2017,3.526,116
ANSC103,Fall 2018,3.368,164
ANSC103,Spring 2019,3.346,24
ANSC103,Fall 2019,3.034,106
ANSC103,Spring 2020,2.548,23
ANSC103,Fall 2020,2.976,87
ANSC103,Spring 2021,2.806,35
ANSC103,Fall 2021,2.845,97
ANSC103,Spring 2022,2.424,41
ANSC103,Fall 2022,2.945,86
ANSC103,Spring 2023,2.782,39
ANSC103,Fall 2023,3.487,80
ANSC103,Spring 2024,3.826,39
ANSC105,Fall 2022,3.73,10
ANSC105,Spring 2023,3.77,20
ANSC105,Fall 2023,3.955,20
ANSC105,Spring 2024,3.895,19
ANSC108,Spring 2022,3.644,27
ANSC110,Spring 2014,2.932,19
ANSC110,Spring 2016,3.125,16
ANSC115,Spring 2017,3.368,19
ANSC115,Spring 2018,3.609,11
ANSC115,Spring 2019,3.833,18
ANSC115,Spring 2020,3.744,9
ANSC115,Fall 2022,3.643,7
ANSC115,Spring 2024,3.86,10
ANSC120,Spring 2016,3.733,15
ANSC120,Spring 2017,3.75,14
ANSC120,Spring 2021,3.392,13
ANSC120,Spring 2023,3.558,12
ANSC121,Spring 2018,3.555,11
ANSC121,Spring 2020,3.143,7
ANSC121,Spring 2022,3.9,10
ANSC204,Fall 2018,2.7,92
ANSC204,Fall 2019,3.119,103
ANSC204,Fall 2020,3.375,83
ANSC204,Fall 2021,2.997,79
ANSC204,Fall 2022,2.703,70
ANSC204,Fall 2023,2.814,92
ANSC205,Fall 2018,2.083,89
ANSC205,Fall 2019,2.626,113
ANSC205,Fall 2020,3.283,84
ANSC205,Fall 2021,2.849,81
ANSC205,Fall 2022,2.81,73
ANSC205,Fall 2023,2.732,94
ANSC210,Fall 2019,4.0,21
ANSC210,Spring 2020,3.367,70
ANSC210,Fall 2020,3.584,19
ANSC210,Spring 2021,3.645,31
ANSC210,Fall 2021,3.85,24
ANSC210,Spring 2022,3.814,37
ANSC210,Fall 2022,3.356,16
ANSC210,Spring 2023,3.675,20
ANSC210,Fall 2023,3.737,19
ANSC210,Spring 2024,3.959,49
ANSC211,Fall 2012,2.244,91
ANSC211,Fall 2013,2.512,86
ANSC211,Fall 2014,2.552,87
ANSC211,Fall 2015,2.558,91
ANSC211,Fall 2016,2.593,97
ANSC211,Fall 2017,2.87,83
ANSC212,Spring 2012,2.566,73
ANSC212,Spring 2013,2.64,70
ANSC212,Spring 2014,2.525,75
ANSC212,Spring 2015,2.465,75
ANSC212,Spring 2016,2.318,79
ANSC212,Spring 2017,2.744,80
ANSC212,Spring 2018,3.112,75
ANSC212,Spring 2019,2.647,55
ANSC212,Spring 2020,2.154,96
ANSC212,Spring 2021,3.022,82
ANSC212,Spring 2022,3.021,67
ANSC212,Spring 2023,3.198,60
ANSC212,Spring 2024,3.197,72
ANSC214,Spring 2012,2.839,71
ANSC214,Spring 2013,2.949,69
ANSC214,Spring 2014,3.088,72
ANSC214,Spring 2015,3.054,72
ANSC214,Spring 2016,3.092,83
ANSC214,Spring 2017,3.15,80
ANSC214,Spring 2018,3.323,75
ANSC214,Spring 2019,3.381,52
ANSC214,Spring 2020,2.175,92
ANSC214,Spring 2021,2.84,85
ANSC214,Spring 2022,2.997,66
ANSC214,Spring 2023,3.224,63
ANSC214,Spring 2024,3.459,73
ANSC220,Fall 2012,3.023,30
ANSC220,Fall 2014,3.847,34
ANSC220,Fall 2016,3.292,37
ANSC220,Fall 2018,3.696,28
ANSC220,Fall 2020,3.612,40
ANSC225,Fall 2012,2.748,62
ANSC225,Fall 2013,2.728,60
ANSC225,Fall 2014,2.752,60
ANSC225,Fall 2015,2.61,61
ANSC225,Fall 2016,2.871,63
ANSC227,Fall 2013,3.902,59
ANSC227,Spring 2014,3.845,62
ANSC227,Fall 2014,3.387,60
ANSC227,Spring 2015,3.643,58
ANSC227,Fall 2015,3.512,64
ANSC227,Spring 2017,3.384,63
ANSC227,Fall 2017,3.157,65
ANSC227,Spring 2018,2.936,64
ANSC227,Spring 2019,2.636,64
ANSC227,Fall 2019,3.092,60
ANSC227,Spring 2020,2.533,58
ANSC227,Fall 2020,3.573,60
ANSC227,Spring 2021,3.468,77
ANSC227,Fall 2021,3.402,81
ANSC227,Spring 2022,3.382,61
ANSC227,Fall 2022,3.065,62
ANSC227,Spring 2023,3.65,60
ANSC227,Fall 2023,3.149,59
ANSC227,Spring 2024,3.39,59
ANSC232,Spring 2012,2.451,35
ANSC232,Spring 2013,3.171,28
ANSC232,Spring 2014,3.314,28
ANSC232,Spring 2015,2.795,38
ANSC232,Spring 2016,2.604,47
ANSC232,Spring 2017,2.919,57
ANSC232,Spring 2018,3.0,36
ANSC232,Spring 2019,2.917,42
ANSC232,Fall 2019,3.0,20
ANSC232,Fall 2020,3.638,34
ANSC232,Fall 2021,3.108,38
ANSC232,Fall 2022,3.189,37
ANSC232,Fall 2023,3.059,39
ANSC233,Fall 2012,3.167,6
ANSC233,Fall 2013,3.857,7
ANSC235,Spring 2012,3.652,27
ANSC235,Spring 2013,3.459,32
ANSC235,Spring 2014,3.664,22
ANSC235,Spring 2015,3.786,29
ANSC235,Spring 2016,3.719,32
ANSC235,Spring 2017,3.71,30
ANSC235,Spring 2018,3.78,30
ANSC235,Spring 2019,3.517,29
ANSC236,Spring 2013,3.0,5
ANSC236,Spring 2015,3.888,8
ANSC237,Spring 2012,3.475,12
ANSC237,Spring 2013,3.72,15
ANSC237,Spring 2014,2.789,9
ANSC237,Spring 2015,3.607,14
ANSC237,Spring 2016,3.838,8
ANSC237,Spring 2017,4.0,7
ANSC237,Spring 2018,3.436,14
ANSC237,Spring 2019,3.146,13
ANSC237,Spring 2020,2.393,14
ANSC237,Spring 2021,2.671,7
ANSC237,Spring 2022,3.46,15
ANSC237,Spring 2023,3.213,23
ANSC237,Spring 2024,2.871,17
ANSC242,Fall 2013,3.422,23
ANSC242,Fall 2015,3.048,25
ANSC242,Fall 2017,3.305,22
ANSC242,Fall 2019,2.65,40
ANSC242,Fall 2022,3.123,13
ANSC242,Fall 2023,3.762,24
ANSC243,Fall 2021,2.977,13
ANSC245,Spring 2020,3.527,30
ANSC245,Spring 2021,3.564,36
ANSC245,Spring 2022,3.694,32
ANSC245,Spring 2023,3.618,33
ANSC245,Spring 2024,3.846,28
ANSC246,Fall 2023,3.9,9
ANSC250,Spring 2013,3.258,50
ANSC250,Spring 2014,3.277,60
ANSC250,Spring 2015,3.509,56
ANSC250,Spring 2017,3.287,62
ANSC250,Spring 2018,3.393,59
ANSC250,Spring 2019,3.078,60
ANSC250,Spring 2024,3.902,61
ANSC252,Fall 2012,3.899,79
ANSC252,Fall 2013,3.875,80
ANSC252,Fall 2014,3.723,83
