course,semester,average_gpa,count
HISP630,Spring 2013,3.617,12
HISP630,Spring 2014,4.0,10
HISP630,Spring 2015,4.0,9
HISP630,Spring 2016,3.489,9
HISP630,Spring 2017,3.925,8
HISP630,Spring 2018,3.556,9
HISP630,Spring 2019,3.9,10
HISP630,Spring 2020,2.791,11
HISP630,Spring 2021,3.857,7
HISP630,Spring 2022,4.0,13
HISP630,Spring 2024,4.0,12
HISP635,Spring 2012,3.58,10
HISP635,Spring 2014,3.289,9
HISP635,Spring 2018,3.386,7
HISP635,Spring 2019,3.243,7
HISP635,Spring 2020,3.95,6
HISP635,Spring 2021,3.818,11
HISP635,Spring 2022,4.0,9
HISP635,Spring 2023,4.0,8
HISP635,Spring 2024,3.838,8
HISP640,Spring 2012,3.581,16
HISP640,Spring 2013,3.021,14
HISP640,Spring 2014,3.433,15
HISP640,Spring 2015,3.589,9
HISP640,Spring 2016,3.1,10
HISP640,Spring 2017,2.9,10
HISP640,Spring 2018,3.415,13
HISP640,Spring 2019,3.671,7
HISP640,Spring 2020,1.9,10
HISP640,Spring 2021,3.233,9
HISP640,Spring 2022,3.657,14
HISP640,Spring 2023,3.157,7
HISP640,Spring 2024,3.283,12
HISP645,Spring 2013,3.744,9
HISP645,Spring 2016,2.85,6
HISP645,Spring 2023,3.85,6
HISP650,Fall 2012,3.7,7
HISP650,Fall 2013,3.9,6
HISP650,Fall 2014,4.0,6
HISP650,Fall 2015,3.94,5
HISP650,Fall 2018,4.0,6
HISP650,Fall 2019,3.8,8
HISP650,Fall 2020,3.68,5
HISP650,Fall 2021,3.444,9
HISP650,Fall 2022,4.0,12
HISP650,Fall 2023,4.0,5
HISP655,Fall 2012,3.363,16
HISP655,Fall 2013,3.791,11
HISP655,Fall 2014,2.669,13
HISP655,Fall 2015,2.872,18
HISP655,Fall 2016,3.3,8
HISP655,Fall 2017,3.338,8
HISP655,Fall 2018,3.74,15
HISP655,Fall 2020,3.838,8
HISP655,Fall 2021,3.713,15
HISP655,Fall 2022,3.44,10
HISP655,Fall 2023,3.078,9
HISP660,Fall 2012,4.0,5
HISP660,Fall 2013,3.925,8
HISP660,Fall 2014,3.94,5
HISP670,Spring 2012,3.875,16
HISP670,Spring 2013,3.45,12
HISP670,Spring 2014,3.789,9
HISP670,Spring 2015,3.511,9
HISP670,Spring 2016,3.482,11
HISP670,Spring 2017,3.378,9
HISP670,Spring 2018,3.671,7
HISP670,Spring 2019,3.9,12
HISP670,Spring 2020,3.94,5
HISP670,Spring 2021,3.386,7
HISP670,Spring 2022,3.714,14
HISP670,Spring 2023,3.8,5
HISP670,Spring 2024,3.891,11
HISP679,Spring 2015,3.733,6
HISP680,Fall 2012,3.283,12
HISP680,Fall 2013,3.889,9
HISP680,Fall 2014,3.411,9
HISP680,Fall 2015,3.333,6
HISP680,Fall 2016,3.367,12
HISP680,Fall 2017,3.011,9
HISP680,Fall 2018,3.9,6
HISP680,Fall 2019,3.86,10
HISP680,Fall 2020,3.962,8
HISP680,Fall 2021,3.582,11
HISP680,Fall 2022,3.167,6
HISP680,Fall 2023,3.386,7
HISP690,Spring 2022,4.0,8
HISP690,Spring 2023,4.0,10
HISP690,Spring 2024,4.0,5
HISP701,Spring 2012,3.4,5
HISP710,Fall 2012,3.925,8
HISP710,Fall 2013,4.0,6
HISP710,Fall 2015,2.914,7
HISP710,Fall 2022,3.475,8
HISP711,Spring 2012,4.0,6
HISP711,Spring 2013,3.386,7
HISP711,Spring 2014,3.9,6
HISP711,Spring 2016,1.912,8
HISP711,Spring 2023,3.8,8
HIST106,Fall 2013,1.99,40
HIST106,Fall 2015,2.581,32
HIST106,Fall 2018,2.554,41
HIST106,Fall 2020,2.412,41
HIST106,Fall 2021,2.292,36
HIST106,Fall 2023,2.328,29
HIST108A,Spring 2020,2.3,13
HIST108A,Spring 2024,2.6,9
HIST108B,Spring 2020,2.638,16
HIST108B,Spring 2021,3.26,15
HIST108B,Spring 2023,3.058,12
HIST108C,Fall 2021,2.609,11
HIST108C,Fall 2022,2.75,12
HIST108D,Spring 2024,3.637,19
HIST110,Spring 2012,2.821,107
HIST110,Fall 2012,2.764,122
HIST110,Spring 2013,2.648,95
HIST110,Fall 2013,2.55,139
HIST110,Spring 2014,2.364,64
HIST110,Fall 2014,2.634,109
HIST110,Spring 2015,2.71,125
HIST110,Fall 2015,2.595,95
HIST110,Spring 2016,2.586,78
HIST110,Fall 2016,3.085,117
HIST110,Spring 2017,2.927,77
HIST110,Fall 2017,2.882,83
HIST110,Spring 2018,2.678,77
HIST110,Fall 2018,3.012,74
HIST110,Spring 2019,3.02,82
HIST110,Fall 2019,3.221,63
HIST110,Spring 2020,2.374,68
HIST110,Fall 2020,2.639,72
HIST110,Spring 2021,2.215,73
HIST110,Fall 2021,2.92,87
HIST110,Spring 2022,2.956,55
HIST110,Fall 2022,3.001,97
HIST110,Spring 2023,2.452,58
HIST110,Spring 2024,3.01,42
HIST111,Spring 2012,2.496,178
HIST111,Spring 2013,2.43,162
HIST111,Fall 2013,2.934,130
HIST111,Spring 2014,2.078,140
HIST111,Fall 2014,2.286,156
HIST111,Spring 2015,2.403,153
HIST111,Fall 2015,2.075,112
HIST111,Spring 2016,2.241,80
HIST111,Fall 2016,2.349,150
HIST111,Spring 2017,2.441,74
HIST111,Fall 2017,2.435,110
HIST111,Spring 2018,2.396,80
HIST111,Fall 2018,2.333,140
HIST111,Spring 2019,2.341,76
HIST111,Fall 2019,2.445,141
HIST111,Spring 2020,0.894,70
HIST111,Fall 2020,2.902,166
HIST111,Spring 2021,2.615,72
HIST111,Fall 2021,2.647,135
HIST111,Spring 2022,2.758,125
HIST111,Fall 2022,2.851,140
HIST111,Spring 2023,3.127,138
HIST111,Fall 2023,2.905,133
HIST111,Spring 2024,3.331,119
HIST113,Fall 2012,2.183,47
HIST113,Fall 2013,2.401,69
HIST113,Fall 2014,3.096,49
HIST113,Fall 2015,2.679,34
HIST113,Fall 2016,2.518,34
HIST113,Fall 2017,3.188,41
HIST113,Spring 2020,1.261,41
HIST113,Fall 2020,3.021,19
HIST113,Spring 2021,3.142,40
HIST113,Spring 2023,2.828,67
HIST113,Spring 2024,2.619,37
HIST120,Fall 2012,2.048,81
HIST120,Fall 2013,2.05,76
HIST120,Fall 2014,2.083,47
HIST120,Fall 2015,2.436,53
HIST120,Fall 2016,2.429,75
HIST120,Fall 2017,3.054,50
HIST120,Fall 2018,2.453,47
HIST120,Fall 2019,2.231,55
HIST120,Fall 2020,1.897,67
HIST120,Fall 2021,2.487,55
HIST120,Fall 2022,3.098,48
HIST120,Fall 2023,3.574,61
HIST122,Fall 2012,2.41,41
HIST122,Fall 2022,2.113,39
HIST122,Fall 2023,2.742,38
HIST123,Spring 2013,2.873,11
HIST123,Spring 2015,2.454,39
HIST123,Fall 2019,2.847,40
HIST123,Fall 2020,3.078,41
HIST123,Fall 2021,2.868,37
HIST123,Spring 2023,3.065,37
HIST130,Fall 2012,3.193,57
HIST131,Spring 2013,2.881,58
HIST131,Spring 2014,3.339,120
HIST131,Spring 2016,2.741,242
HIST131,Spring 2017,3.202,238
HIST131,Fall 2019,3.008,146
HIST131,Spring 2022,2.955,121
HIST131,Spring 2023,2.871,79
HIST131,Spring 2024,3.117,121
HIST132,Fall 2019,3.004,149
HIST132,Fall 2020,2.633,139
HIST132,Fall 2021,2.674,93
HIST132,Fall 2023,3.065,100
HIST132C,Fall 2020,3.307,15
HIST133,Fall 2012,2.76,129
HIST133,Fall 2013,3.023,143
HIST133,Spring 2014,2.179,75
HIST133,Fall 2014,2.739,135
HIST133,Fall 2015,2.366,107
HIST133,Spring 2016,2.754,61
HIST133,Fall 2016,3.161,122
HIST133,Spring 2017,2.852,61
HIST133,Fall 2017,3.101,77
HIST133,Fall 2018,2.797,67
HIST133,Fall 2019,3.033,63
HIST133,Fall 2020,3.16,43
HIST133,Fall 2021,3.153,38
HIST133,Fall 2022,3.089,38
HIST134,Fall 2013,3.021,121
HIST134,Fall 2015,2.932,121
HIST134,Fall 2016,3.398,122
HIST134,Fall 2017,2.932,162
HIST134,Fall 2018,3.201,161
HIST134,Spring 2021,2.497,144
HIST134,Fall 2021,3.277,140
HIST134,Fall 2022,3.253,210
HIST134,Fall 2023,3.538,141
HIST134S,Fall 2015,3.291,56
HIST134S,Fall 2016,3.563,65
HIST134S,Fall 2017,3.688,42
HIST134S,Fall 2018,3.759,22
HIST134S,Spring 2021,2.064,22
HIST134S,Fall 2021,3.658,24
HIST134S,Fall 2022,3.674,19
HIST134S,Fall 2023,3.8,23
HIST135,Spring 2012,2.95,50
HIST135,Spring 2014,3.197,75
HIST135,Fall 2015,3.316,116
HIST135,Fall 2017,3.107,81
HIST135,Fall 2018,3.864,100
HIST135,Fall 2019,3.467,90
HIST135,Fall 2020,3.242,71
HIST135,Fall 2021,3.217,71
HIST135,Spring 2023,3.521,70
HIST135,Fall 2023,3.143,69
HIST135C,Fall 2020,3.206,18
HIST136,Fall 2012,2.856,119
HIST136,Spring 2014,3.257,75
HIST136,Spring 2015,2.674,121
HIST136,Fall 2016,2.998,60
HIST136,Fall 2017,3.05,101
HIST136,Fall 2018,3.239,102
HIST136,Fall 2019,3.299,105
HIST136,Fall 2020,2.897,118
HIST136,Fall 2021,3.006,97
HIST136,Fall 2023,2.677,82
HIST137,Fall 2012,2.842,124
HIST137,Fall 2014,2.5,123
HIST140,Fall 2012,3.039,61
HIST140,Fall 2014,2.702,116
HIST141,Fall 2015,2.703,38
HIST142,Spring 2013,3.211,57
HIST142,Spring 2014,3.044,62
HIST142,Fall 2014,3.005,100
HIST142,Fall 2015,3.008,38
HIST142,Fall 2016,3.361,31
HIST142,Spring 2018,2.844,73
HIST142,Spring 2019,2.58,56
HIST142,Spring 2020,1.995,57
HIST142,Spring 2021,2.118,62
HIST142,Spring 2022,3.056,27
HIST143,Spring 2015,2.14,60
HIST143,Fall 2017,2.804,52
HIST143,Fall 2018,3.052,33
HIST143,Spring 2023,2.293,28
HIST146,Spring 2023,3.047,62
HIST156,Spring 2012,2.633,169
HIST157,Spring 2012,3.019,445
HIST187,Fall 2020,3.244,70
HIST187,Fall 2021,3.616,63
HIST187,Fall 2022,3.404,67
HIST189B,Spring 2015,3.01,60
HIST189B,Spring 2016,2.102,58
HIST189B,Spring 2017,2.578,55
HIST189B,Spring 2019,2.895,64
HIST189C,Fall 2015,3.135,60
HIST189D,Fall 2019,2.255,11
HIST200,Fall 2012,3.098,208
HIST200,Spring 2013,2.743,105
HIST200,Fall 2013,3.16,198
HIST200,Spring 2014,2.758,143
HIST200,Fall 2014,3.104,179
HIST200,Spring 2015,2.9,113
HIST200,Fall 2015,3.03,164
HIST200,Spring 2016,2.733,81
HIST200,Fall 2016,2.996,184
HIST200,Spring 2017,3.342,81
HIST200,Fall 2017,2.857,173
HIST200,Spring 2018,3.289,79
HIST200,Fall 2018,3.152,186
HIST200,Spring 2019,2.826,77
HIST200,Fall 2019,2.865,155
HIST200,Spring 2020,1.892,75
HIST200,Fall 2020,3.156,167
HIST200,Spring 2021,2.704,71
HIST200,Fall 2021,3.402,166
HIST200,Spring 2022,3.189,65
HIST200,Fall 2022,3.441,166
HIST200,Spring 2023,3.286,70
HIST200,Fall 2023,3.042,101
HIST200,Spring 2024,3.539,67
HIST201,Fall 2012,2.944,428
HIST201,Spring 2013,2.98,340
HIST201,Fall 2013,2.96,448
HIST201,Spring 2014,2.962,324
HIST201,Fall 2014,2.923,447
HIST201,Spring 2015,2.942,377
HIST201,Fall 2015,2.846,439
HIST201,Spring 2016,3.097,399
HIST201,Fall 2016,3.144,450
HIST201,Spring 2017,3.228,396
HIST201,Fall 2017,3.28,454
HIST201,Spring 2018,3.149,404
HIST201,Fall 2018,3.186,464
HIST201,Spring 2019,3.166,401
HIST201,Fall 2019,3.116,401
HIST201,Spring 2020,2.446,427
HIST201,Fall 2020,3.324,394
HIST201,Spring 2021,2.947,363
HIST201,Fall 2021,3.247,375
HIST201,Spring 2022,3.214,418
HIST201,Fall 2022,3.284,375
HIST201,Spring 2023,3.449,414
HIST201,Fall 2023,3.406,373
HIST201,Spring 2024,3.49,436
HIST204,Fall 2012,2.908,25
HIST204,Spring 2013,2.535,78
HIST204,Fall 2013,2.7,109
HIST204,Fall 2014,2.058,19
HIST204,Fall 2015,2.542,59
HIST204,Fall 2016,2.692,59
HIST204,Fall 2017,2.64,25
HIST204,Fall 2018,2.53,23
HIST204,Spring 2019,2.158,33
HIST204,Fall 2019,2.333,12
HIST204,Fall 2020,3.112,40
HIST204,Fall 2021,3.57,40
HIST204,Fall 2022,3.668,40
HIST205,Spring 2014,2.307,46
HIST205,Fall 2014,2.627,26
HIST205,Fall 2015,2.442,55
HIST205,Fall 2016,2.635,60
HIST205,Fall 2017,2.507,72
HIST205,Fall 2018,2.569,70
HIST205,Spring 2021,2.688,68
HIST205,Spring 2022,2.727,45
HIST205,Spring 2024,2.392,38
HIST206,Fall 2012,2.8,79
HIST206,Spring 2014,2.615,53
HIST206,Spring 2023,2.055,11
HIST208A,Spring 2012,2.75,16
HIST208A,Spring 2020,2.462,8
HIST208A,Fall 2023,1.883,6
HIST208B,Spring 2012,2.829,7
HIST208B,Fall 2014,2.655,20
HIST208B,Fall 2015,2.605,22
HIST208B,Fall 2016,2.43,20
HIST208B,Spring 2020,3.137,19
HIST208B,Spring 2024,3.733,6
HIST208C,Fall 2013,2.022,23
HIST208C,Spring 2020,1.595,21
HIST208C,Spring 2024,3.327,22
HIST208D,Fall 2012,2.414,21
HIST208D,Spring 2015,2.224,17
HIST208D,Spring 2016,2.818,22
HIST208D,Spring 2017,2.848,21
HIST208D,Fall 2020,2.635,20
HIST208D,Spring 2024,2.975,12
HIST208E,Fall 2012,2.904,28
HIST208E,Spring 2015,2.275,16
HIST208E,Spring 2016,3.262,24
HIST208E,Spring 2017,1.892,24
HIST208E,Fall 2020,3.124,17
HIST208F,Spring 2012,2.487,23
HIST208F,Spring 2015,2.338,24
HIST208F,Spring 2016,2.915,20
HIST208F,Spring 2017,2.236,25
HIST208F,Fall 2020,2.525,16
HIST208G,Fall 2012,2.06,20
HIST208G,Spring 2015,3.329,24
HIST208G,Spring 2021,3.475,16
HIST208I,Fall 2013,2.254,13
HIST208I,Fall 2017,2.55,24
HIST208I,Spring 2021,2.9,23
HIST208J,Spring 2013,2.614,14
HIST208J,Fall 2017,1.772,18
HIST208J,Spring 2021,3.271,14
HIST208K,Spring 2013,2.386,29
HIST208K,Fall 2017,2.208,25
HIST208K,Fall 2021,2.953,19
HIST208L,Fall 2013,3.311,19
HIST208L,Spring 2018,3.029,17
HIST208L,Fall 2021,3.208,13
HIST208M,Fall 2013,2.7,11
HIST208M,Spring 2018,3.012,26
HIST208M,Fall 2021,2.818,17
HIST208N,Spring 2013,2.661,28
HIST208N,Spring 2018,3.046,13
HIST208N,Spring 2022,2.078,9
HIST208O,Spring 2012,2.362,29
HIST208O,Fall 2014,2.95,24
HIST208O,Fall 2015,2.555,22
HIST208O,Fall 2016,2.895,22
HIST208O,Spring 2022,2.293,14
HIST208P,Spring 2013,2.023,30
HIST208P,Fall 2018,3.552,25
HIST208P,Spring 2022,3.491,23
HIST208Q,Fall 2012,2.694,16
HIST208Q,Fall 2018,2.489,18
HIST208Q,Fall 2022,3.72,20
HIST208R,Fall 2012,1.925,8
HIST208R,Fall 2014,1.708,24
HIST208R,Fall 2015,2.336,14
HIST208R,Fall 2018,3.033,21
HIST208R,Fall 2022,3.512,17
HIST208T,Fall 2013,2.905,19
HIST208T,Spring 2019,2.179,14
HIST208T,Fall 2022,3.1,20
HIST208V,Spring 2012,3.032,22
HIST208V,Fall 2014,3.308,12
HIST208V,Fall 2015,1.967,12
HIST208V,Fall 2016,1.941,17
HIST208V,Spring 2019,2.688,24
HIST208V,Spring 2023,3.455,20
HIST208W,Spring 2014,1.892,26
HIST208W,Spring 2019,3.225,24
HIST208W,Spring 2023,2.724,21
HIST208X,Spring 2014,2.569,26
HIST208X,Fall 2019,3.363,24
HIST208X,Spring 2023,2.667,9
HIST208Y,Spring 2014,3.091,23
HIST208Y,Fall 2019,3.336,25
HIST208Z,Spring 2014,3.085,26
HIST208Z,Fall 2019,2.952,21
HIST208Z,Fall 2023,3.142,24
HIST211,Spring 2012,2.861,114
HIST211,Spring 2013,2.717,54
HIST211,Spring 2014,3.315,80
HIST211,Spring 2015,3.174,76
HIST211,Spring 2016,3.044,82
HIST211,Spring 2017,3.139,80
HIST211,Spring 2018,3.106,79
HIST211,Spring 2019,2.729,82
HIST211,Spring 2020,2.972,72
HIST211,Spring 2021,3.242,72
HIST211,Spring 2022,3.436,66
HIST211,Spring 2023,2.975,67
HIST211,Spring 2024,3.416,67
HIST212,Fall 2012,3.306,79
HIST212,Fall 2014,3.125,51
HIST213,Spring 2012,2.522,81
HIST213,Fall 2012,2.6,101
HIST213,Fall 2013,3.3,12
HIST213,Fall 2014,2.615,52
HIST213,Fall 2016,2.602,63
HIST213,Fall 2017,2.54,43
HIST213,Fall 2019,3.181,26
HIST213,Fall 2021,2.574,23
HIST213,Fall 2022,2.7,31
HIST214,Spring 2013,3.126,80
HIST214,Spring 2014,3.191,79
HIST215,Fall 2013,2.986,21
HIST215,Spring 2016,3.083,40
HIST215,Fall 2018,3.423,43
HIST215,Fall 2020,2.894,32
HIST215,Fall 2022,3.372,40
HIST215,Fall 2023,3.693,41
HIST219B,Spring 2012,3.004,73
HIST219B,Spring 2017,2.4,9
HIST219E,Spring 2013,2.953,15
HIST219E,Fall 2016,2.0,5
HIST219E,Fall 2018,3.07,10
HIST219E,Fall 2020,2.7,11
HIST219E,Fall 2021,3.41,10
HIST219E,Fall 2022,3.0,7
HIST219F,Spring 2015,2.14,15
HIST219J,Fall 2017,3.1,11
HIST219J,Fall 2018,2.427,15
HIST219J,Fall 2019,3.013,30
HIST219J,Fall 2021,3.346,39
HIST219J,Fall 2022,3.558,40
HIST219K,Spring 2017,3.512,16
HIST219K,Spring 2018,3.612,16
HIST219K,Spring 2019,3.556,16
HIST219N,Spring 2021,3.285,20
HIST219O,Fall 2017,2.948,33
HIST219O,Fall 2018,2.904,24
HIST219O,Fall 2019,3.19,21
HIST219P,Spring 2017,3.463,19
HIST219P,Spring 2020,2.12,5
HIST219Q,Spring 2012,2.466,35
HIST219Q,Spring 2013,3.1,8
HIST219Q,Fall 2023,2.994,18
HIST219W,Spring 2013,2.938,34
HIST219W,Spring 2014,2.853,19
HIST219X,Spring 2021,3.564,28
HIST219X,Spring 2022,3.438,24
HIST219X,Spring 2023,3.217,23
HIST219X,Spring 2024,3.826,19
HIST219Z,Fall 2015,2.5,24
HIST219Z,Fall 2016,1.946,26
HIST219Z,Fall 2017,2.707,60
HIST219Z,Fall 2018,2.8,42
HIST219Z,Fall 2019,3.073,40
HIST220,Fall 2012,2.738,34
HIST220,Fall 2013,2.44,42
HIST220,Spring 2016,2.085,39
HIST220,Fall 2023,2.783,24
HIST221,Spring 2012,2.806,80
HIST221,Spring 2024,3.143,35
HIST222,Spring 2012,2.81,79
HIST222,Spring 2013,3.116,77
HIST222,Spring 2014,2.776,83
HIST222,Spring 2016,2.798,40
HIST222,Spring 2017,3.478,40
HIST222,Spring 2018,3.766,41
HIST222,Spring 2019,3.657,40
HIST222,Spring 2020,3.15,40
HIST222,Spring 2021,3.322,41
HIST222,Spring 2022,3.674,39
HIST222,Spring 2023,3.89,40
HIST222,Spring 2024,3.73,40
HIST223,Spring 2024,3.064,33
HIST224,Fall 2012,2.905,84
HIST224,Fall 2013,2.027,71
HIST224,Fall 2014,1.235,55
HIST224,Fall 2015,2.213,47
HIST224,Fall 2016,2.323,40
HIST224,Fall 2017,2.518,38
HIST224,Fall 2018,2.85,40
HIST224,Fall 2019,2.959,39
HIST224,Fall 2020,3.011,45
HIST224,Fall 2022,3.305,40
HIST224,Fall 2023,3.467,42
HIST225,Spring 2012,2.059,122
HIST225,Spring 2013,2.548,136
HIST225,Spring 2014,2.749,81
HIST225,Spring 2015,2.169,64
HIST225,Spring 2017,2.438,40
HIST225,Spring 2018,2.315,40
HIST225,Spring 2019,2.855,40
HIST225,Spring 2020,2.16,40
HIST225,Spring 2021,2.7,45
HIST225,Fall 2021,3.234,41
HIST225,Spring 2024,3.149,41
HIST226,Fall 2023,3.737,38
HIST232,Fall 2012,3.269,29
HIST232,Fall 2013,3.518,28
HIST232,Spring 2014,3.513,23
HIST232,Fall 2014,2.89,10
HIST232,Spring 2015,3.386,21
HIST232,Fall 2015,3.464,11
HIST232,Spring 2016,3.63,10
HIST233,Spring 2012,2.671,68
HIST233,Fall 2012,2.865,20
HIST233,Spring 2013,2.634,38
HIST233,Fall 2013,2.784,50
HIST233,Fall 2014,2.84,53
HIST233,Fall 2015,2.903,40
HIST233,Fall 2016,3.15,40
HIST233,Spring 2018,2.684,38
HIST233,Spring 2019,2.782,40
HIST233,Spring 2020,2.595,40
HIST233,Spring 2021,3.064,39
HIST233,Spring 2022,2.846,39
HIST233,Spring 2023,2.655,40
HIST233,Spring 2024,2.556,27
HIST234,Spring 2013,3.215,40
HIST234,Fall 2014,3.444,18
HIST234,Fall 2015,3.111,35
HIST234,Fall 2016,3.01,40
HIST234,Fall 2017,3.149,39
HIST234,Fall 2018,3.153,40
HIST234,Fall 2019,3.148,31
HIST234,Fall 2020,3.23,40
HIST234,Fall 2021,3.01,40
HIST234,Fall 2022,3.949,37
HIST234,Fall 2023,3.371,41
HIST235,Spring 2012,3.143,42
HIST235,Spring 2014,2.986,35
HIST235,Spring 2015,3.389,38
HIST235,Spring 2016,2.846,39
HIST235,Spring 2017,3.037,30
HIST235,Spring 2018,3.5,31
HIST235,Spring 2019,3.517,30
HIST235,Spring 2020,3.103,39
HIST235,Spring 2021,2.832,40
HIST235,Spring 2022,3.812,40
HIST235,Spring 2023,3.645,38
HIST235,Spring 2024,3.437,30
HIST236,Spring 2012,3.266,29
HIST236,Spring 2013,3.448,29
HIST236,Spring 2014,3.426,27
HIST236,Spring 2015,3.335,23
HIST236,Spring 2016,3.331,36
HIST236,Spring 2017,3.238,37
HIST236,Spring 2018,2.938,39
HIST236,Spring 2019,3.093,15
HIST236,Spring 2021,2.913,30
HIST236,Fall 2021,3.103,29
HIST236,Spring 2022,3.142,26
HIST236,Fall 2022,3.547,19
HIST236,Fall 2023,3.722,23
HIST237,Spring 2012,2.426,38
HIST237,Spring 2015,3.074,31
HIST237,Spring 2016,2.943,28
HIST237,Spring 2017,2.992,40
HIST237,Spring 2018,2.414,29
HIST237,Spring 2019,2.713,15
HIST237,Spring 2020,2.384,37
HIST237,Fall 2020,2.323,39
HIST237,Fall 2021,2.968,19
HIST237,Fall 2022,3.155,22
HIST237,Fall 2023,3.23,10
HIST240,Spring 2012,2.644,39
HIST240,Spring 2016,2.854,35
HIST240,Spring 2017,2.627,15
HIST240,Spring 2018,3.15,30
HIST240,Fall 2020,1.714,29
HIST245,Spring 2015,2.341,17
HIST245,Spring 2016,2.867,30
HIST245,Spring 2017,2.811,28
HIST245,Spring 2018,2.741,22
HIST245,Spring 2019,2.436,25
HIST245,Spring 2020,1.676,21
HIST245,Spring 2021,2.104,23
HIST245,Spring 2022,3.035,34
HIST245,Spring 2023,3.082,17
HIST245,Spring 2024,3.245,11
HIST247,Fall 2023,3.223,31
HIST250,Fall 2012,2.133,36
HIST250,Fall 2013,2.626,43
HIST250,Fall 2014,2.744,25
HIST250,Fall 2015,2.657,35
HIST250,Fall 2016,2.307,43
HIST250,Fall 2017,2.462,39
HIST250,Fall 2018,2.169,35
HIST250,Fall 2019,2.354,39
HIST250,Fall 2020,2.091,33
HIST250,Fall 2021,2.248,23
HIST250,Fall 2022,2.286,37
HIST250,Fall 2023,2.165,20
HIST251,Spring 2012,2.629,41
HIST251,Spring 2013,2.909,47
HIST251,Spring 2014,2.507,40
HIST251,Spring 2015,2.148,40
HIST251,Spring 2016,2.537,41
HIST251,Spring 2017,2.587,60
HIST251,Spring 2018,2.584,43
HIST251,Spring 2019,2.459,37
HIST251,Spring 2020,2.053,36
HIST251,Spring 2021,2.266,32
HIST251,Spring 2023,3.511,37
HIST251,Spring 2024,2.433,27
HIST254,Fall 2014,2.464,11
HIST254,Fall 2015,2.093,15
HIST254,Fall 2016,2.709,34
HIST254,Fall 2017,3.026,42
HIST254,Fall 2018,3.262,40
HIST254,Fall 2019,3.315,41
HIST254,Fall 2020,3.248,40
HIST254,Fall 2021,3.324,41
HIST254,Fall 2022,3.132,40
HIST254,Fall 2023,3.354,39
HIST255,Fall 2012,3.085,33
HIST255,Fall 2013,2.02,35
HIST255,Spring 2015,2.389,27
HIST255,Spring 2016,2.516,25
HIST255,Spring 2017,2.738,24
HIST255,Spring 2018,2.0,6
HIST255,Spring 2019,2.375,16
HIST255,Spring 2020,1.889,18
HIST255,Spring 2022,2.118,11
HIST255,Spring 2023,2.449,41
HIST255,Spring 2024,3.133,15
HIST261,Fall 2023,3.71,40
HIST266,Spring 2012,2.674,93
HIST266,Fall 2012,2.448,25
HIST266,Spring 2013,2.581,90
HIST266,Fall 2013,2.608,48
HIST266,Spring 2014,2.805,63
HIST266,Fall 2014,3.335,37
HIST266,Spring 2015,2.492,73
HIST266,Fall 2016,2.802,42
HIST266,Fall 2017,2.877,40
HIST266,Fall 2018,3.085,39
HIST266,Fall 2019,2.908,39
HIST266,Fall 2021,3.189,38
HIST266,Fall 2022,3.252,40
HIST266,Fall 2023,3.154,41
HIST281,Spring 2018,2.742,19
HIST281,Spring 2020,2.312,16
HIST282,Fall 2012,2.955,49
HIST282,Fall 2013,2.265,37
HIST282,Fall 2014,2.577,31
HIST283,Spring 2012,2.829,62
HIST283,Spring 2013,2.788,51
HIST283,Spring 2014,3.204,28
HIST283,Spring 2015,2.961,33
HIST283H,Spring 2013,3.68,5
HIST284,Fall 2012,2.711,82
HIST284,Fall 2013,1.9,69
HIST284,Fall 2014,2.928,58
HIST284,Fall 2015,3.005,75
HIST284,Fall 2016,2.322,63
HIST284,Fall 2017,3.2,77
HIST284,Spring 2019,3.222,78
HIST284,Fall 2019,3.492,71
HIST284,Fall 2020,3.297,68
HIST284,Fall 2022,3.413,70
HIST284,Fall 2023,3.695,64
HIST285,Spring 2012,3.074,76
HIST285,Spring 2013,2.887,61
HIST285,Spring 2014,2.302,50
HIST285,Spring 2015,2.483,35
HIST285,Spring 2016,3.021,42
HIST285,Spring 2017,3.074,38
HIST285,Spring 2018,2.936,39
HIST285,Spring 2019,2.895,41
HIST285,Spring 2021,2.281,36
HIST285,Spring 2022,3.126,69
HIST285,Spring 2023,3.432,37
HIST285,Spring 2024,3.105,21
HIST286,Fall 2015,3.122,18
HIST286,Spring 2019,2.846,28
HIST286,Spring 2021,2.027,15
HIST286,Spring 2022,3.514,28
HIST287,Fall 2015,2.384,32
HIST287,Fall 2016,2.74,25
HIST287,Fall 2017,2.968,31
HIST287,Fall 2018,2.812,58
HIST287,Fall 2019,2.818,50
HIST289A,Spring 2012,3.042,45
HIST289A,Spring 2018,2.984,77
HIST289A,Spring 2019,3.265,75
HIST289A,Spring 2020,2.747,57
HIST289A,Spring 2021,3.103,72
HIST289A,Spring 2022,3.027,70
HIST289A,Spring 2023,2.771,45
HIST289A,Spring 2024,3.395,41
HIST289B,Spring 2012,2.491,11
HIST289C,Fall 2012,2.893,59
HIST289C,Spring 2013,2.819,59
HIST289C,Fall 2013,3.144,72
HIST289C,Fall 2014,2.868,99
HIST289C,Fall 2015,2.62,59
HIST289C,Fall 2016,2.708,64
HIST289C,Fall 2017,3.157,35
HIST289C,Fall 2018,2.774,78
HIST289C,Fall 2023,2.827,37
HIST289E,Spring 2012,3.06,50
HIST289I,Spring 2012,3.103,32
HIST289K,Spring 2012,2.973,63
